# Pokemon Insurgence Learnset Data  (generated by generate_data_from_game.py)
# Uses game-internal move IDs matching move_data.txt
# species_id | level:move_id level:move_id ...
421 | 1:386 1:303 1:369 7:369 10:217 13:372 19:203 22:150 25:192 30:222 35:274 43:195 48:377 50:682
422 | 1:234 2:237 4:370 7:548 11:228 16:333 22:556 29:276 37:537 46:393
423 | 1:234 1:237 1:370 1:548 2:237 4:370 7:548 11:228 16:333 22:556 29:276 41:537 54:393
424 | 1:311 1:419 1:238 1:181 4:238 8:181 11:347 15:421 18:320 22:299 25:400 29:466 32:313 36:37 39:45 43:264
425 | 1:326 1:384 4:181 8:167 13:364 16:32 20:177 25:411 27:179 32:415 32:339 36:175 40:468 44:347 50:260
426 | 1:692 1:326 1:384 1:181 1:167 4:181 8:167 13:364 16:32 20:177 25:411 27:179 34:415 34:339 40:175 46:468 52:347 60:260 65:692
427 | 1:357 1:410 1:309 1:366 6:361 10:685 13:331 16:310 23:92 26:347 33:466 36:288 43:344 46:353 50:362 56:157 63:477
428 | 1:477 1:157 1:694 1:463 1:484 1:366 1:410 1:309 1:357 6:361 13:337 16:310 23:92 26:347 33:466 36:288 43:344 46:353 53:362 56:157 63:477 66:85
429 | 1:645 1:505 1:692 1:377 1:203 1:368 1:464 1:189 1:181
430 | 1:27 1:26 1:181 1:33 1:258 1:164 25:414 35:45 45:22 55:27 65:46 75:25
431 | 1:306 5:311 8:368 13:479 17:29 20:320 25:353 29:345 32:352 37:293 41:26 44:346 48:43 50:641
432 | 1:306 1:311 1:368 5:311 8:368 13:479 17:29 20:320 25:353 29:345 32:352 37:293 38:414 45:276 52:346 60:43
433 | 1:325 4:368 7:181 10:462 13:426 16:264 19:362 32:275
434 | 1:311 1:364 4:444 7:400 10:320 14:408 18:314 22:293 27:446 32:438 37:27 43:44 46:696 49:260
435 | 1:311 1:364 1:444 4:444 7:400 10:320 14:408 18:314 22:293 27:446 32:438 34:136 41:27 51:44 56:696 61:260
436 | 1:303 1:462 5:479 9:480 11:184 15:464 19:531 21:29 25:398 29:450 31:532 35:527 39:453 41:32 45:475 49:528
437 | 1:150 1:556 1:303 1:462 1:479 1:480 5:479 9:480 11:184 15:464 19:531 21:29 25:398 29:450 31:532 33:350 36:527 42:453 46:32 52:475 58:528
438 | 1:41 1:356 5:330 8:117 12:507 15:382 19:29 22:508 26:350 29:504 33:115 36:26 40:265
439 | 1:421 1:469 1:462 4:356 8:486 11:323 15:382 18:360 22:482 22:492 25:460 29:412 32:394 36:498 39:452 43:494 46:347 50:398
440 | 1:309 1:353 5:356 9:396 12:416
441 | 1:272 1:161 1:697 1:49 1:168 5:368 9:171 13:404 17:324 21:161 25:49 29:297 33:382 37:305 41:172 45:275 49:459 50:170 57:272
442 | 1:35 1:511 1:455 1:185 1:33 1:184 1:189 1:180 7:29 13:479 19:449 25:177 31:26 37:45 43:44 49:25 55:692
443 | 1:303 3:238 7:62 13:513 15:274 19:232 25:293 27:57 31:225 37:54
444 | 1:303 1:238 3:238 7:62 13:513 15:274 19:232 24:60 28:293 33:57 40:225 49:54
445 | 1:142 1:303 1:238 1:62 1:513 3:238 7:62 13:513 15:274 19:232 24:60 28:293 33:57 40:225 48:24 55:54
446 | 1:264 1:394 1:182 1:380 1:388 1:303 4:357 9:468 12:182 17:287 20:400 25:276 28:411 33:415 36:510 41:37 44:348 49:335 50:47 57:264
447 | 1:366 1:310 1:361 6:115 11:314 15:102 19:356 24:400 29:118 47:45 50:116
448 | 1:278 1:56 1:86 1:93 1:366 1:525 1:121 1:310 6:115 11:314 15:706 19:418 24:532 29:233 33:122 37:378 42:93 47:470 51:476 55:86 60:56 65:278
449 | 1:303 1:238 7:28 13:426 19:274 19:225 25:232 31:24 37:223 44:265 50:235
450 | 1:248 1:142 1:75 1:303 1:426 1:28 1:238 7:28 13:426 19:274 19:225 25:232 31:24 40:223 50:265 60:235
451 | 1:28 1:440 1:374 5:35 9:14 13:343 16:33 20:8 23:435 27:433 30:43 34:447 38:27 41:399 45:24 47:695 49:431
452 | 1:75 1:248 1:142 1:28 1:440 1:35 1:374 5:35 9:14 13:343 16:33 20:8 23:435 27:433 30:43 34:447 38:27 43:399 49:24 53:695 57:431
453 | 1:181 3:234 8:440 10:49 15:33 17:29 22:104 24:414 29:228 31:26 36:433 38:45 43:430 45:429 47:696 50:42
454 | 1:181 1:234 1:440 3:234 8:440 10:49 15:33 17:29 22:104 24:414 29:228 31:26 36:433 41:45 49:430 54:429 58:696 62:42
455 | 1:322 1:369 7:28 11:208 17:417 21:216 27:29 31:202 37:411 37:339 37:415 41:24 47:342 50:193
456 | 1:309 6:551 10:346 13:556 17:167 22:548 26:352 29:398 33:555 38:553 42:6 45:157 49:9 54:557
457 | 1:557 1:167 1:309 1:551 1:346 6:551 10:346 13:556 17:167 22:548 26:352 29:398 35:555 42:553 48:6 53:157 59:9 66:557
458 | 1:303 1:554 3:413 7:546 11:184 14:164 16:290 19:548 23:515 27:274 32:466 36:159 39:555 46:157 49:536
459 | 1:253 1:374 5:205 9:250 13:215 17:414 21:259 26:252 31:216 36:196 41:242 46:256
460 | 1:245 1:253 1:374 1:250 1:205 5:205 9:250 13:215 17:414 21:259 26:252 31:216 36:196 47:242 58:256
461 | 1:40 1:104 1:31 1:311 1:374 1:310 1:49 8:310 10:29 14:250 16:320 20:45 22:525 25:43 28:37 32:400 35:27 40:47 44:38 47:25
462 | 1:67 1:736 1:463 1:469 1:681 1:303 1:338 1:79 1:413 5:413 7:79 11:338 13:83 17:523 19:74 23:522 25:532 29:80 33:519 39:400 43:71 49:375 53:82 59:527 63:67
463 | 1:342 1:193 1:182 5:413 9:357 13:35 17:325 21:295 25:358 29:282 33:510 37:287 41:378 45:396 49:400 53:193 57:342 61:527
464 | 1:502 1:334 1:430 1:294 1:419 1:399 1:324 5:324 9:399 13:509 17:295 21:229 25:287 29:511 33:226 37:274 41:503 42:91 48:223 55:1 62:334 69:502
465 | 1:350 1:216 1:326 4:218 7:208 10:210 14:445 17:322 20:369 23:207 27:35 30:220 33:335 36:200 40:506 43:282 46:421 49:342 50:679 53:193 56:350
466 | 1:681 1:737 1:140 1:310 1:374 1:117 1:79 5:79 8:117 12:299 15:76 19:83 22:80 26:482 29:72 36:71 42:400 49:69 55:65 62:262 65:681
467 | 1:72 1:439 1:374 1:146 1:408 5:146 8:408 12:29 15:147 19:434 22:141 26:184 29:140 36:139 42:150 49:136 55:128 62:263
468 | 1:344 1:152 1:278 1:93 1:159
469 | 1:3 1:159 1:27 1:8 1:303 1:359 1:310 1:366 6:310 11:359 14:338 17:121 22:413 27:275 30:33 33:506 38:314 43:293 46:400 49:6 54:159 57:3
470 | 1:419 1:303 1:372 5:238 9:205 13:310 17:215 20:203 25:200 29:418 33:221 37:150 41:264 45:197
471 | 1:372 1:303 1:419 5:238 9:250 13:310 17:28 20:248 25:252 29:469 33:463 37:257 41:264 45:242
472 | 1:332 1:75 1:248 1:142 1:430 1:35 1:370 1:238 4:238 7:370 10:35 13:310 16:12 19:29 22:165 27:27 30:6 35:400 40:4 45:96 50:418 55:332
473 | 1:399 1:506 1:168 1:388 1:237 1:253 5:237 8:253 11:234 14:361 18:228 21:257 24:248 28:274 33:313 37:259 41:268 46:223 52:242 58:399
474 | 1:499 1:67 1:484 1:355 1:45 1:354 1:303 7:460 12:466 18:393 23:82 29:5 34:40 40:71 45:375 50:284 56:484 62:67 67:263
475 | 1:465 1:86 1:197 1:27 1:374 1:462 1:497 1:359 4:462 6:359 9:497 11:122 14:12 17:293 19:476 23:515 26:418 31:458 35:372 40:314 44:307 49:391 53:86 58:465
476 | 1:82 1:472 1:515 1:303 1:531 1:523 1:350 4:531 7:350 10:523 13:83 16:493 19:74 22:504 25:505 28:511 31:71 34:513 37:224 40:503 43:375 43:67
477 | 1:450 1:140 1:245 1:72 1:472 1:322 1:181 1:183 1:358 1:374 6:358 9:181 14:366 17:180 22:33 25:151 30:184 33:185 37:178 40:179 45:175 52:379 57:32 64:450
478 | 1:186 1:253 1:374 1:359 1:252 5:359 10:252 14:250 19:181 23:642 28:177 32:184 37:106 41:352 42:175 48:242 54:257 61:186
479 | 1:71 1:81 1:498 1:181 1:184 1:79 1:83 8:275 15:359 22:76 29:177 36:412 43:80 50:179 57:81 64:71
480 | 1:44 1:335 1:330 1:462 1:493 6:480 16:361 21:299 31:426 36:450 46:468 50:453 61:330 66:335 76:44
481 | 1:477 1:335 1:356 1:462 1:493 6:480 16:391 21:299 31:377 36:450 46:353 50:453 61:356 66:335 76:477
482 | 1:335 1:264 1:493 1:462 6:480 16:121 21:299 31:275 36:450 46:45 50:453 61:264 66:335 76:260
483 | 1:59 1:399 6:525 10:506 15:293 19:505 24:529 28:57 33:224 37:93 42:517 46:51 50:519
484 | 1:59 1:399 6:548 10:506 15:293 19:505 24:539 28:57 33:224 37:93 42:539 46:55 50:536
485 | 1:130 1:132 1:224 1:520 1:506 1:147 9:374 17:142 25:532 33:24 41:399 49:139 57:147 65:520 73:224 81:132 88:503 96:130
486 | 1:528 1:328 1:140 1:245 1:72 1:288 1:35 1:184 1:366 25:104 40:515 50:455 65:32 75:328 90:528 100:262
487 | 1:59 1:399 6:177 10:506 15:293 19:180 24:186 28:57 33:224 37:93 42:176 46:174 50:179
488 | 1:483 1:491 1:458 1:385 1:359 1:462 11:398 20:259 29:246 38:450 47:293 57:385 66:458 75:491 84:483 93:452 99:627
489 | 1:554 1:558 9:353 16:413 24:546 31:441 39:553 46:548 54:555 61:541 69:556
490 | 1:21 1:554 1:558 9:353 16:413 24:546 31:441 39:553 46:548 54:555 61:541 69:556 76:478
491 | 1:177 1:358 11:310 20:479 29:29 38:188 47:359 57:258 66:39 75:45 84:449 93:25
492 | 1:369 10:203 19:217 28:221 37:417 46:335 55:222 64:212 73:198 82:416 91:477 100:194
493 | 1:119 1:471 1:335 1:38 10:472 20:224 30:272 40:278 50:396 60:450 70:393 80:263 90:390 100:270
494 | 1:135 1:364 1:462 1:148 1:310 9:361 17:290 25:145 33:118 41:141 49:455 57:133 65:265 73:129 81:116 89:465 97:126
495 | 1:303 4:374 7:208 10:325 13:369 16:202 19:217 22:207 25:282 28:197 31:442 34:200 37:342 40:443 43:191
496 | 1:303 1:374 1:208 1:325 4:374 7:208 10:325 13:369 16:202 20:217 24:207 28:282 32:197 36:442 40:200 44:342 48:443 52:191
497 | 1:303 1:374 1:208 1:325 4:374 7:208 10:325 13:369 16:202 20:217 24:207 28:282 32:197 38:442 44:200 50:342 56:443 62:191
498 | 1:303 3:419 7:146 9:388 13:357 15:145 19:439 21:510 25:274 27:149 31:31 33:136 37:501 39:397 43:129
499 | 1:303 1:419 1:146 1:388 3:419 7:146 9:388 13:357 15:145 17:113 20:439 23:510 28:274 31:149 36:31 39:136 44:501 47:397 52:129
500 | 1:91 1:303 1:419 1:146 1:388 3:419 7:146 9:388 13:357 15:145 17:113 20:439 23:510 28:274 31:149 38:31 43:136 50:501 55:397 62:129
501 | 1:303 5:419 7:551 11:558 13:364 17:544 19:12 23:548 25:104 29:550 31:360 35:539 37:291 41:418 43:536
502 | 1:303 1:419 1:551 1:558 5:419 7:551 11:558 13:364 17:544 20:12 25:548 28:104 33:550 36:360 41:539 44:291 49:418 52:536
503 | 1:1 1:303 1:419 1:551 1:558 5:419 7:551 11:558 13:364 17:544 20:12 25:548 28:104 33:550 36:293 38:360 45:539 50:291 57:418 62:536
504 | 1:303 3:374 6:28 8:327 11:121 13:238 16:24 18:479 21:340 23:344 26:425 28:279 31:379 33:347 36:282
505 | 1:694 1:303 1:374 1:28 1:117 3:374 6:28 8:327 11:121 13:238 16:24 18:479 20:184 22:340 25:344 29:392 32:279 36:379 39:347 43:282
506 | 1:374 1:303 5:388 8:28 10:685 12:372 15:274 19:425 22:24 26:397 29:291 33:118 36:264 40:262 45:641
507 | 1:374 1:303 1:388 1:28 5:388 8:28 12:372 15:274 20:425 24:24 29:397 33:291 38:118 42:264 47:262 52:641
508 | 1:248 1:142 1:75 1:374 1:28 1:388 1:303 5:388 8:28 12:372 15:274 20:425 24:24 29:397 36:291 42:118 51:264 59:262 63:641
509 | 1:311 3:368 6:345 10:238 12:320 15:33 19:50 21:306 24:43 28:31 30:293 33:352 37:27 39:47 42:45 46:26 49:641
510 | 1:311 1:368 1:238 1:345 3:368 6:345 10:238 12:320 15:33 19:50 22:306 26:43 31:31 34:293 38:49 43:27 47:47 50:45 55:26 58:641
511 | 1:311 1:687 4:374 7:182 10:208 13:320 16:217 19:28 22:199 25:50 28:37 31:165 34:211 37:394 40:335 43:24
512 | 1:374 1:182 1:320 1:199
513 | 1:311 1:687 4:374 7:182 10:148 13:320 16:426 19:28 22:141 25:468 28:37 31:165 34:128 37:394 40:335 43:24
514 | 1:374 1:182 1:320 1:141
515 | 1:311 1:687 4:374 7:182 10:551 13:320 16:558 19:28 22:542 25:49 28:37 31:165 34:545 37:394 40:335 43:24
516 | 1:374 1:182 1:320 1:542
517 | 1:464 1:357 5:377 7:426 11:460 13:480 17:385 19:479 23:455 25:459 29:188 31:450 35:470 37:452 41:449 43:496 47:465
518 | 1:357 1:377 1:460 1:479
519 | 1:167 4:368 8:374 11:310 15:166 18:172 22:121 25:49 29:159 32:281 36:170 39:414 43:289 46:173 50:152
520 | 1:167 1:368 1:374 1:310 4:368 8:374 11:310 15:166 18:172 23:121 27:49 32:159 36:281 41:170 45:414 50:289 54:173 59:152
521 | 1:167 1:368 1:374 1:310 4:368 8:374 11:310 15:166 18:172 23:121 27:49 33:159 38:281 44:170 49:414 55:289 60:173 66:152
522 | 1:310 4:419 8:81 11:76 15:83 18:145 22:33 25:74 29:295 32:71 36:466 39:70 43:268
523 | 1:737 1:310 1:419 1:81 1:83 4:419 8:81 11:76 15:83 18:145 22:33 25:74 31:295 36:71 42:466 47:70 53:268 58:737
524 | 1:303 4:370 7:238 10:290 14:511 17:234 20:531 23:509 27:504 30:514 33:513 36:503 40:260
525 | 1:303 1:370 1:238 1:290 4:370 7:238 10:290 14:511 17:234 20:531 23:509 25:505 30:504 36:514 42:513 48:503 55:260
526 | 1:303 1:370 1:238 1:290 4:370 7:238 10:290 14:511 17:234 20:531 23:509 25:505 30:504 36:514 42:513 48:503 55:260
527 | 1:462 4:388 8:167 12:31 15:461 19:480 21:166 25:346 29:468 29:470 32:159 36:450 41:452 47:329
528 | 1:462 1:388 1:167 1:31 4:388 8:167 12:31 15:461 19:480 21:166 25:346 29:468 29:470 32:159 36:450 41:452 47:329
529 | 1:311 1:237 5:317 8:234 12:320 15:525 19:225 22:43 26:293 29:504 33:223 36:418 40:513 43:226 47:235
530 | 1:694 1:311 1:237 1:317 1:234 5:317 8:234 12:320 15:525 19:225 22:43 26:293 29:504 31:334 36:223 42:418 49:513 55:226 62:235
531 | 1:264 1:680 1:687 1:309 1:372 1:368 5:685 9:396 13:683 17:323 21:346 25:292 29:362 33:274 37:476 41:344 45:403 49:265 53:264
532 | 1:309 1:374 4:364 8:327 12:117 16:507 20:106 24:287 28:120 31:504 34:90 37:399 40:91 43:503 46:84 49:88
533 | 1:309 1:374 1:364 1:327 4:364 8:327 12:117 16:507 20:106 24:287 29:120 33:504 37:90 41:399 45:91 49:503 53:84 57:88
534 | 1:309 1:374 1:364 1:327 4:364 8:327 12:117 16:507 20:106 24:287 29:120 33:504 37:90 41:399 45:91 49:503 53:84 57:88
535 | 1:554 1:368 5:413 9:297 12:546 16:230 20:555 23:275 27:537 31:556 34:330 38:305 42:536 45:272
536 | 1:554 1:368 1:413 1:297 5:413 9:297 12:546 16:230 20:555 23:275 28:537 33:556 37:330 42:305 47:536 51:272
537 | 1:554 1:368 1:413 1:297 5:413 9:297 12:546 16:230 20:555 23:275 28:537 33:556 36:437 39:330 44:99 49:305 53:536 59:272
538 | 1:322 1:374 5:327 9:364 13:119 17:100 21:104 25:110 29:276 33:120 37:101 41:361 45:515 48:88 50:118
539 | 1:109 1:374 5:327 9:364 13:112 17:103 21:115 25:107 29:98 33:120 37:291 41:361 45:122 48:86 50:118
540 | 1:303 1:20 8:8 15:205 22:10 29:361 31:704 36:3 43:330
541 | 1:215 1:303 1:20 1:205 1:8 20:391
542 | 1:307 1:303 1:20 1:8 1:205 8:8 15:205 22:10 29:293 32:372 34:695 36:197 39:4 43:362 46:418 50:191
543 | 1:357 1:510 5:440 8:400 12:33 15:391 19:436 22:8 26:433 29:466 33:7 36:446 38:433 40:273 43:265
544 | 1:357 1:510 1:440 1:400 5:440 8:400 12:33 15:391 19:436 22:531 23:8 28:433 32:466 37:7 41:446 43:693 46:273 50:265
545 | 1:1 1:357 1:510 1:440 1:400 5:440 8:400 12:33 15:391 19:436 23:8 28:433 30:347 33:466 39:7 44:446 47:693 50:273 55:265 65:1
546 | 1:210 1:678 4:369 8:217 10:220 13:207 17:214 19:205 22:445 26:200 28:353 31:372 35:198 37:213 40:150 44:329 46:195
547 | 1:369 1:217 1:207 1:214 10:167 28:173 46:154 50:627
548 | 1:210 4:369 8:217 10:218 13:207 17:221 19:203 22:220 26:200 28:212 31:372 35:198 37:362 40:150 44:344 46:191
549 | 1:369 1:217 1:207 1:221 10:420 28:17 46:192 50:682
550 | 1:268 1:330 1:419 1:303 1:551 4:275 7:290 10:28 13:550 16:287 20:274 24:24 28:539 32:557 36:265 41:399 46:330 50:116 56:268
551 | 1:374 1:316 4:28 7:238 10:50 13:232 16:31 19:234 22:40 25:414 28:24 31:225 34:399 37:22 40:513 43:223 46:268
552 | 1:374 1:316 1:28 1:238 4:28 7:238 10:50 13:232 16:31 19:234 22:40 25:414 28:24 32:225 36:399 40:22 44:513 48:223 52:268
553 | 1:53 1:374 1:316 1:28 1:238 4:28 7:238 10:50 13:232 16:31 19:234 22:40 25:414 28:24 32:225 36:399 42:22 48:513 54:223 60:53
554 | 1:303 3:510 6:148 9:316 11:142 14:290 17:275 19:289 22:140 25:425 27:268 30:348 33:129 35:49 39:88 42:126
555 | 1:303 1:510 1:316 1:148 3:510 6:148 9:316 11:142 14:290 17:414 19:289 22:140 25:425 27:268 30:348 33:129 35:91 39:49 47:88 54:126
556 | 1:644 1:213 1:344 1:168 1:210 3:417 6:369 10:14 13:207 15:221 18:214 22:204 26:200 29:343 33:216 38:192 42:26 45:150 48:682 50:195 55:213 57:344
557 | 1:12 5:511 7:559 11:238 13:29 17:509 19:512 23:8 24:514 29:504 31:293 35:4 37:402 41:330 43:502
558 | 1:402 1:511 1:559 1:238 5:511 7:559 11:238 13:29 17:509 19:512 23:8 24:514 29:504 31:293 38:4 43:402 50:330 55:502
559 | 1:374 1:117 5:238 9:29 12:290 16:414 20:98 23:32 27:287 31:85 34:399 38:24 42:289 45:273 48:84 50:501
560 | 1:374 1:117 1:238 1:29 5:238 9:29 12:290 16:414 20:98 23:32 27:287 31:85 34:399 38:24 45:289 51:273 58:84 65:501
561 | 1:167 1:487 4:479 8:464 11:173 14:423 18:460 21:166 24:482 28:492 31:459 34:171 38:472 41:159 44:452 48:471 50:152
562 | 1:181 1:391 5:358 9:258 13:183 17:179 21:151 25:177 29:185 33:488 33:473 37:175 41:187 45:379 49:186
563 | 1:181 1:391 1:358 1:258 5:358 9:258 13:183 17:179 21:151 25:177 29:185 33:488 33:473 34:399 39:175 45:187 51:379 57:186
564 | 1:327 1:559 1:551 5:510 8:28 11:391 15:550 18:506 21:24 25:515 28:545 31:509 35:185 38:402 41:539 45:504 48:556 50:536
565 | 1:327 1:559 1:551 1:510 5:510 8:28 11:391 15:550 18:506 21:24 25:515 28:545 31:509 35:185 40:402 45:539 51:504 56:556 61:536
566 | 1:310 1:374 1:164 5:507 8:359 11:399 15:162 18:506 21:466 25:122 28:165 31:59 35:24 38:329 41:6 45:504 48:57 50:268
567 | 1:310 1:374 1:164 1:507 5:507 8:359 11:399 15:162 18:506 21:466 25:122 28:165 31:59 35:24 40:329 45:6 51:504 56:57 61:268
568 | 1:309 1:444 3:394 7:447 12:438 14:323 18:432 23:411 23:415 25:274 29:429 34:434 36:446 40:468 42:696 45:427 47:260
569 | 1:309 1:444 1:447 1:394 3:394 7:447 12:438 14:323 18:432 23:415 23:411 25:276 29:429 34:434 39:446 46:468 49:696 54:427 59:260
570 | 1:311 1:374 5:33 9:41 13:320 17:29 21:399 25:49 29:22 33:50 37:466 41:40 45:38 49:45 53:480 57:23
571 | 1:23 1:480 1:6 1:311 1:374 1:43 1:33 5:33 9:43 13:320 17:29 21:399 25:49 29:22 30:27 34:50 39:466 44:40 49:38 54:45 59:480 64:23
572 | 1:309 3:685 7:372 9:421 13:323 15:360 19:299 21:404 25:315 27:353 31:106 33:305 37:282 39:352 43:272 45:264 49:344
573 | 1:209 1:511 1:372 1:421 1:404 1:315
574 | 1:309 3:462 7:421 8:687 10:41 14:323 16:460 19:40 24:29 25:454 28:42 31:450 33:475 37:452 40:496 46:353 48:485
575 | 1:309 1:462 1:421 1:687 3:462 7:421 10:41 14:323 16:460 19:40 24:29 25:454 28:42 31:450 34:475 39:452 43:496 50:353 53:485
576 | 1:309 1:462 1:421 1:687 3:462 7:421 10:41 14:323 16:460 19:40 24:29 25:454 28:42 31:450 34:475 39:452 45:496 54:353 59:485
577 | 1:464 3:492 7:510 10:47 14:333 16:482 19:353 24:393 25:454 28:329 31:450 33:389 37:452 40:495 46:475 48:500
578 | 1:464 1:492 1:510 1:47 3:492 7:510 10:47 14:333 16:482 19:353 24:393 25:454 28:329 31:450 34:389 39:452 43:495 50:475 53:500
579 | 1:464 1:492 1:47 1:510 3:492 7:510 10:47 14:333 16:482 19:353 24:393 25:454 28:329 31:450 34:389 39:452 41:288 45:495 54:475 59:500
580 | 1:551 3:558 6:169 9:164 13:548 15:160 19:546 21:170 24:555 27:159 30:172 34:556 37:173 41:153 46:154
581 | 1:551 1:558 1:169 1:164 3:558 6:169 9:164 13:548 15:160 19:546 21:170 24:555 27:159 30:172 34:556 40:173 47:153 55:154
582 | 1:255 4:370 7:181 10:275 13:250 16:259 19:249 22:49 26:522 31:441 35:243 40:257 44:463 49:242 53:256
583 | 1:255 1:370 1:181 1:275 4:370 7:181 10:275 13:250 16:259 19:249 22:49 26:522 31:441 36:243 42:257 47:463 53:242 58:256
584 | 1:256 1:646 1:304 1:255 1:370 1:275 1:181 4:370 7:181 10:275 13:250 16:259 19:249 22:49 26:522 31:441 36:243 42:257 50:463 59:242 67:256
585 | 1:303 1:351 4:368 7:238 10:112 13:217 16:29 20:274 24:92 28:212 32:198 36:353 41:387 46:265 51:195
586 | 1:1 1:303 1:351 1:368 1:238 4:368 7:238 10:112 13:217 16:29 20:274 24:92 28:212 32:198 36:353 37:201 44:387 52:265 60:195
587 | 1:79 4:310 7:419 10:81 13:74 15:688 16:33 19:359 22:76 26:80 30:165 34:482 38:360 42:73 46:466 50:71
588 | 1:168 4:374 8:361 13:12 16:324 20:290 25:307 28:3 32:293 37:274 40:399 44:4 49:330 52:418 56:265
589 | 1:265 1:695 1:168 1:374 1:122 1:11 4:374 8:122 13:11 16:324 20:290 25:307 28:3 32:293 37:520 40:531 44:4 49:118 52:418 56:262 60:695
590 | 1:210 6:369 8:181 12:327 15:207 18:216 20:29 24:417 28:200 32:446 35:221 39:434 43:195 45:18 50:219
591 | 1:210 1:369 1:181 1:327 6:369 8:181 12:327 15:207 18:216 20:29 24:417 28:200 32:446 35:221 43:434 49:195 54:18 62:219
592 | 1:554 1:558 5:210 9:183 13:546 17:393 22:548 27:177 32:545 37:556 43:179 49:536 55:342 61:535
593 | 1:535 1:342 1:554 1:558 1:183 1:210 5:210 9:183 13:546 17:393 22:548 27:177 32:545 37:556 45:179 53:536 61:342 69:535
594 | 1:536 1:515 1:477 1:309 1:558 5:555 9:550 13:323 17:476 21:391 25:548 29:106 33:557 37:424 41:545 45:398 49:372 53:515 57:477 61:536
595 | 1:20 1:13 1:19 4:83 7:400 12:12 15:77 18:8 23:443 26:293 29:80 34:5 37:466 40:26 45:71 48:3
596 | 1:704 1:20 1:13 1:19 1:83 4:83 7:400 12:12 15:77 18:8 23:443 26:293 29:80 34:5 40:466 46:26 54:71 60:3 65:704
597 | 1:303 1:370 6:510 9:185 14:525 18:14 21:527 26:531 30:522 35:216 38:261 43:520 47:32 52:519 55:260
598 | 1:273 1:303 1:370 1:510 1:185 6:510 9:185 14:525 18:14 21:527 26:531 30:522 35:216 38:261 40:193 46:520 53:32 61:519 67:260
599 | 1:300 6:81 11:79 16:524 21:322 26:78 31:530 36:522 39:400 42:71 45:532 48:533 50:375 54:67 57:263
600 | 1:300 1:81 1:79 1:524 6:81 11:79 16:524 21:322 26:78 31:530 36:522 40:400 44:71 48:532 52:533 56:375 60:67 64:263
601 | 1:736 1:67 1:300 1:81 1:79 1:524 6:81 11:79 16:524 21:322 25:78 31:530 36:522 40:400 44:71 48:532 54:533 60:375 66:67 72:263 76:736
602 | 1:303 1:83 1:74 1:78
603 | 1:290 1:83 1:74 1:78 9:322 19:437 29:71 39:24 44:69 49:438 54:442 59:70 64:443 69:67 74:268
604 | 1:268 1:67 1:443 1:442 1:737 1:285 1:290 1:437 1:71 1:24
605 | 1:462 4:368 8:475 11:487 15:460 18:290 22:333 25:480 29:403 32:455 36:392 39:452 43:470 46:393 50:488 50:473 53:459 56:500
606 | 1:500 1:459 1:462 1:368 1:475 1:487 4:368 8:475 11:487 15:460 18:290 22:333 25:480 29:403 32:455 36:392 39:452 45:470 50:393 56:473 58:488 63:459 68:500
607 | 1:146 1:181 3:384 5:439 7:147 10:184 13:183 16:151 20:141 24:480 28:179 33:44 38:133 43:185 49:175 55:389 61:126
608 | 1:146 1:181 1:384 1:439 3:384 5:439 7:147 10:184 13:183 16:151 20:141 24:480 28:179 33:44 38:133 45:185 53:175 61:389 69:126
609 | 1:389 1:439 1:184 1:141 1:179
610 | 1:311 4:374 7:31 10:62 13:60 16:399 20:293 24:307 28:57 32:63 36:49 41:56 46:418 50:332 56:53 61:262
611 | 1:311 1:374 1:31 1:62 4:374 7:31 10:62 13:60 16:399 20:293 24:307 28:57 32:63 36:49 42:56 48:418 54:332 60:53 66:262
612 | 1:525 1:53 1:311 1:374 1:31 1:62 4:374 7:31 10:62 13:60 16:399 20:293 24:307 28:57 32:63 36:49 42:56 50:418 58:332 66:53 74:262
613 | 1:368 5:253 9:327 13:250 15:687 17:320 21:545 25:361 29:353 33:293 36:330 41:493 45:242 49:257 53:268 57:256
614 | 1:256 1:268 1:88 1:550 1:368 1:250 1:327 1:253 9:687 13:250 17:320 21:545 25:361 29:414 33:293 36:330 37:244 41:493 45:242 53:257 59:268 66:256
615 | 1:256 1:27 1:252 1:259 1:258 1:322 5:252 9:401 13:317 17:250 21:259 21:258 25:246 29:441 33:243 37:492 37:482 41:293 45:184 49:393 50:646 53:195 57:27 61:256
616 | 1:13 4:437 8:327 13:185 16:10 20:207 25:426 28:391 32:441 37:200 40:276 44:3 49:393 50:474 56:116
617 | 1:643 1:116 1:489 1:13 1:438 1:310 1:359 4:438 8:359 13:310 16:10 20:207 25:299 28:378 32:466 37:200 40:6 44:3 49:393 52:489 56:116
618 | 1:235 1:330 1:303 1:551 1:237 1:234 5:327 9:79 13:230 17:351 21:228 25:71 30:361 35:157 40:537 45:69 50:104 55:330 61:235
619 | 1:309 5:486 9:121 13:306 17:323 21:299 25:470 29:102 33:99 37:92 41:6 45:122 49:157 50:85 57:118 61:93
620 | 1:93 1:118 1:309 1:486 1:121 1:306 5:486 9:121 13:306 17:323 21:299 25:470 29:102 33:99 37:92 41:6 45:515 49:157 56:85 63:118 70:93
621 | 1:374 1:311 5:43 9:28 13:399 18:62 21:293 25:24 27:57 31:287 35:104 40:27 45:58 49:273 55:88 62:53
