# Pokemon Insurgence Species Data  (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow
540 | Sewaddle | Bug | Grass | 1 | Common | 45 | 53 | 70 | 40 | 60 | 42 | medium-slow
541 | Swadloon | Bug | Grass | 2 | Common | 55 | 63 | 90 | 50 | 80 | 42 | medium-slow
542 | Leavanny | Bug | Grass | 3 | Common | 75 | 103 | 80 | 70 | 80 | 92 | medium-slow
543 | Venipede | Bug | Poison | 1 | Common | 30 | 45 | 59 | 30 | 39 | 57 | medium-slow
544 | Whirlipede | Bug | Poison | 2 | Common | 40 | 55 | 99 | 40 | 79 | 47 | medium-slow
545 | Scolipede | Bug | Poison | 3 | Common | 60 | 100 | 89 | 55 | 69 | 112 | medium-slow
546 | Cottonee | Grass | Fairy | 1 | Common | 40 | 27 | 60 | 37 | 50 | 66 | medium
547 | Whimsicott | Grass | Fairy | 2 | Common | 60 | 67 | 85 | 77 | 75 | 116 | medium
548 | Petilil | Grass |  | 1 | Common | 45 | 35 | 50 | 70 | 50 | 30 | medium
549 | Lilligant | Grass |  | 2 | Common | 70 | 60 | 75 | 110 | 75 | 90 | medium
550 | Basculin-Red-Striped | Water |  | 1 | Common | 70 | 92 | 65 | 80 | 55 | 98 | medium
551 | Sandile | Ground | Dark | 1 | Common | 50 | 72 | 35 | 35 | 35 | 65 | medium-slow
552 | Krokorok | Ground | Dark | 2 | Common | 60 | 82 | 45 | 45 | 45 | 74 | medium-slow
553 | Krookodile | Ground | Dark | 3 | Common | 95 | 117 | 80 | 65 | 70 | 92 | medium-slow
554 | Darumaka | Fire |  | 1 | Common | 70 | 90 | 45 | 15 | 45 | 50 | medium-slow
555 | Darmanitan-Standard | Fire |  | 2 | Common | 105 | 140 | 55 | 30 | 55 | 95 | medium-slow
556 | Maractus | Grass |  | 1 | Common | 75 | 86 | 67 | 106 | 67 | 60 | medium
557 | Dwebble | Bug | Rock | 1 | Common | 50 | 65 | 85 | 35 | 35 | 55 | medium
558 | Crustle | Bug | Rock | 2 | Common | 70 | 105 | 125 | 65 | 75 | 45 | medium
559 | Scraggy | Dark | Fighting | 1 | Common | 50 | 75 | 70 | 35 | 70 | 48 | medium
560 | Scrafty | Dark | Fighting | 2 | Common | 65 | 90 | 115 | 45 | 115 | 58 | medium
561 | Sigilyph | Psychic | Flying | 1 | Common | 72 | 58 | 80 | 103 | 80 | 97 | medium
562 | Yamask | Ghost |  | 1 | Common | 38 | 30 | 85 | 55 | 65 | 30 | medium
563 | Cofagrigus | Ghost |  | 2 | Common | 58 | 50 | 145 | 95 | 105 | 30 | medium
564 | Tirtouga | Water | Rock | 1 | Common | 54 | 78 | 103 | 53 | 45 | 22 | medium
565 | Carracosta | Water | Rock | 2 | Common | 74 | 108 | 133 | 83 | 65 | 32 | medium
566 | Archen | Rock | Flying | 1 | Common | 55 | 112 | 45 | 74 | 45 | 70 | medium
567 | Archeops | Rock | Flying | 2 | Common | 75 | 140 | 65 | 112 | 65 | 110 | medium
568 | Trubbish | Poison |  | 1 | Common | 50 | 50 | 62 | 40 | 62 | 65 | medium
569 | Garbodor | Poison |  | 2 | Common | 80 | 95 | 82 | 60 | 82 | 75 | medium
570 | Zorua | Dark |  | 1 | Common | 40 | 65 | 40 | 80 | 40 | 65 | medium-slow
571 | Zoroark | Dark |  | 2 | Common | 60 | 105 | 60 | 120 | 60 | 105 | medium-slow
572 | Minccino | Normal |  | 1 | Common | 55 | 50 | 40 | 40 | 40 | 75 | fast
573 | Cinccino | Normal |  | 2 | Common | 75 | 95 | 60 | 65 | 60 | 115 | fast
574 | Gothita | Psychic |  | 1 | Common | 45 | 30 | 50 | 55 | 65 | 45 | medium-slow
575 | Gothorita | Psychic |  | 2 | Common | 60 | 45 | 70 | 75 | 85 | 55 | medium-slow
576 | Gothitelle | Psychic |  | 3 | Common | 70 | 55 | 95 | 95 | 110 | 65 | medium-slow
577 | Solosis | Psychic |  | 1 | Common | 45 | 30 | 40 | 105 | 50 | 20 | medium-slow
578 | Duosion | Psychic |  | 2 | Common | 65 | 40 | 50 | 125 | 60 | 30 | medium-slow
579 | Reuniclus | Psychic |  | 3 | Common | 110 | 65 | 75 | 125 | 85 | 30 | medium-slow
580 | Ducklett | Water | Flying | 1 | Common | 62 | 44 | 50 | 44 | 50 | 55 | medium
581 | Swanna | Water | Flying | 2 | Common | 75 | 87 | 63 | 87 | 63 | 98 | medium
582 | Vanillite | Ice |  | 1 | Common | 36 | 50 | 50 | 65 | 60 | 44 | slow
583 | Vanillish | Ice |  | 2 | Common | 51 | 65 | 65 | 80 | 75 | 59 | slow
584 | Vanilluxe | Ice |  | 3 | Common | 71 | 95 | 85 | 110 | 95 | 79 | slow
585 | Deerling | Normal | Grass | 1 | Common | 60 | 60 | 50 | 40 | 50 | 75 | medium
586 | Sawsbuck | Normal | Grass | 2 | Common | 80 | 100 | 70 | 60 | 70 | 95 | medium
587 | Emolga | Electric | Flying | 1 | Common | 55 | 75 | 60 | 75 | 60 | 103 | medium
588 | Karrablast | Bug |  | 1 | Common | 50 | 75 | 45 | 40 | 45 | 60 | medium
589 | Escavalier | Bug | Steel | 2 | Common | 70 | 135 | 105 | 60 | 105 | 20 | medium
590 | Foongus | Grass | Poison | 1 | Common | 69 | 55 | 45 | 55 | 55 | 15 | medium
591 | Amoonguss | Grass | Poison | 2 | Common | 114 | 85 | 70 | 85 | 80 | 30 | medium
592 | Frillish-Male | Water | Ghost | 1 | Common | 55 | 40 | 50 | 65 | 85 | 40 | medium
593 | Jellicent-Male | Water | Ghost | 2 | Common | 100 | 60 | 70 | 85 | 105 | 60 | medium
594 | Alomomola | Water |  | 1 | Common | 165 | 75 | 80 | 40 | 45 | 65 | fast
595 | Joltik | Bug | Electric | 1 | Common | 50 | 47 | 50 | 57 | 50 | 65 | medium
596 | Galvantula | Bug | Electric | 2 | Common | 70 | 77 | 60 | 97 | 60 | 108 | medium
597 | Ferroseed | Grass | Steel | 1 | Common | 44 | 50 | 91 | 24 | 86 | 10 | medium
598 | Ferrothorn | Grass | Steel | 2 | Common | 74 | 94 | 131 | 54 | 116 | 20 | medium
599 | Klink | Steel |  | 1 | Common | 40 | 55 | 70 | 45 | 60 | 30 | medium-slow
600 | Klang | Steel |  | 2 | Common | 60 | 80 | 95 | 70 | 85 | 50 | medium-slow
601 | Klinklang | Steel |  | 3 | Common | 60 | 100 | 115 | 70 | 85 | 90 | medium-slow
602 | Tynamo | Electric |  | 1 | Common | 35 | 55 | 40 | 45 | 40 | 60 | slow
603 | Eelektrik | Electric |  | 2 | Common | 65 | 85 | 70 | 75 | 70 | 40 | slow
604 | Eelektross | Electric |  | 3 | Common | 85 | 115 | 80 | 105 | 80 | 50 | slow
605 | Elgyem | Psychic |  | 1 | Common | 55 | 55 | 55 | 85 | 55 | 30 | medium
606 | Beheeyem | Psychic |  | 2 | Common | 75 | 75 | 75 | 125 | 95 | 40 | medium
607 | Litwick | Ghost | Fire | 1 | Common | 50 | 30 | 55 | 65 | 55 | 20 | medium-slow
608 | Lampent | Ghost | Fire | 2 | Common | 60 | 40 | 60 | 95 | 60 | 55 | medium-slow
609 | Chandelure | Ghost | Fire | 3 | Common | 60 | 55 | 90 | 145 | 90 | 80 | medium-slow
610 | Axew | Dragon |  | 1 | Common | 46 | 87 | 60 | 30 | 40 | 57 | slow
611 | Fraxure | Dragon |  | 2 | Common | 66 | 117 | 70 | 40 | 50 | 67 | slow
612 | Haxorus | Dragon |  | 3 | Common | 76 | 147 | 90 | 60 | 70 | 97 | slow
613 | Cubchoo | Ice |  | 1 | Common | 55 | 70 | 40 | 60 | 40 | 40 | medium
614 | Beartic | Ice |  | 2 | Common | 95 | 130 | 80 | 70 | 80 | 50 | medium
615 | Cryogonal | Ice |  | 1 | Common | 80 | 50 | 50 | 95 | 135 | 105 | medium
616 | Shelmet | Bug |  | 1 | Common | 50 | 40 | 85 | 40 | 65 | 25 | medium
617 | Accelgor | Bug |  | 2 | Common | 80 | 70 | 40 | 100 | 60 | 145 | medium
618 | Stunfisk | Ground | Electric | 1 | Common | 109 | 66 | 84 | 81 | 99 | 32 | medium
619 | Mienfoo | Fighting |  | 1 | Common | 45 | 85 | 50 | 55 | 50 | 65 | medium-slow
620 | Mienshao | Fighting |  | 2 | Common | 65 | 125 | 60 | 95 | 60 | 105 | medium-slow
621 | Druddigon | Dragon |  | 1 | Common | 77 | 120 | 90 | 60 | 90 | 48 | medium
622 | Golett | Ground | Ghost | 1 | Common | 59 | 74 | 50 | 35 | 50 | 35 | medium
623 | Golurk | Ground | Ghost | 2 | Common | 89 | 124 | 80 | 55 | 80 | 55 | medium
624 | Pawniard | Dark | Steel | 1 | Common | 45 | 85 | 70 | 40 | 40 | 60 | medium
625 | Bisharp | Dark | Steel | 2 | Common | 65 | 125 | 100 | 60 | 70 | 70 | medium
626 | Bouffalant | Normal |  | 1 | Common | 95 | 110 | 95 | 40 | 95 | 55 | medium
627 | Rufflet | Normal | Flying | 1 | Common | 70 | 83 | 50 | 37 | 50 | 60 | slow
628 | Braviary | Normal | Flying | 2 | Common | 100 | 123 | 75 | 57 | 75 | 80 | slow
629 | Vullaby | Dark | Flying | 1 | Common | 70 | 55 | 75 | 45 | 65 | 60 | slow
630 | Mandibuzz | Dark | Flying | 2 | Common | 110 | 65 | 105 | 55 | 95 | 80 | slow
631 | Heatmor | Fire |  | 1 | Common | 85 | 97 | 66 | 105 | 66 | 65 | medium
632 | Durant | Bug | Steel | 1 | Common | 58 | 109 | 112 | 48 | 48 | 109 | medium
633 | Deino | Dark | Dragon | 1 | Common | 52 | 65 | 50 | 45 | 50 | 38 | slow
634 | Zweilous | Dark | Dragon | 2 | Common | 72 | 85 | 70 | 65 | 70 | 58 | slow
635 | Hydreigon | Dark | Dragon | 3 | Common | 92 | 105 | 90 | 125 | 90 | 98 | slow
636 | Larvesta | Bug | Fire | 1 | Common | 55 | 85 | 55 | 50 | 55 | 60 | slow
637 | Volcarona | Bug | Fire | 2 | Common | 85 | 60 | 65 | 135 | 105 | 100 | slow
638 | Cobalion | Steel | Fighting | 1 | Legendary | 91 | 90 | 129 | 90 | 72 | 108 | slow
639 | Terrakion | Rock | Fighting | 1 | Legendary | 91 | 129 | 90 | 72 | 90 | 108 | slow
640 | Virizion | Grass | Fighting | 1 | Legendary | 91 | 90 | 72 | 90 | 129 | 108 | slow
641 | Tornadus-Incarnate | Flying |  | 1 | Legendary | 79 | 115 | 70 | 125 | 80 | 111 | slow
642 | Thundurus-Incarnate | Electric | Flying | 1 | Legendary | 79 | 115 | 70 | 125 | 80 | 111 | slow
643 | Reshiram | Dragon | Fire | 1 | Legendary | 100 | 120 | 100 | 150 | 120 | 90 | slow
644 | Zekrom | Dragon | Electric | 1 | Legendary | 100 | 150 | 120 | 120 | 100 | 90 | slow
645 | Landorus-Incarnate | Ground | Flying | 1 | Legendary | 89 | 125 | 90 | 115 | 80 | 101 | slow
646 | Kyurem | Dragon | Ice | 1 | Legendary | 125 | 130 | 90 | 130 | 90 | 95 | slow
647 | Keldeo-Ordinary | Water | Fighting | 1 | Mythical | 91 | 72 | 90 | 129 | 90 | 108 | slow
648 | Meloetta-Aria | Normal | Psychic | 1 | Mythical | 100 | 77 | 77 | 128 | 128 | 90 | slow
649 | Genesect | Bug | Steel | 1 | Mythical | 71 | 120 | 95 | 120 | 95 | 99 | slow
650 | Chespin | Grass |  | 1 | Common | 56 | 61 | 65 | 48 | 45 | 38 | medium-slow
651 | Quilladin | Grass |  | 2 | Common | 61 | 78 | 95 | 56 | 58 | 57 | medium-slow
652 | Chesnaught | Grass | Fighting | 3 | Common | 88 | 107 | 122 | 74 | 75 | 64 | medium-slow
653 | Fennekin | Fire |  | 1 | Common | 40 | 45 | 40 | 62 | 60 | 60 | medium-slow
654 | Braixen | Fire |  | 2 | Common | 59 | 59 | 58 | 90 | 70 | 73 | medium-slow
655 | Delphox | Fire | Psychic | 3 | Common | 75 | 69 | 72 | 114 | 100 | 104 | medium-slow
656 | Froakie | Water |  | 1 | Common | 41 | 56 | 40 | 62 | 44 | 71 | medium-slow
657 | Frogadier | Water |  | 2 | Common | 54 | 63 | 52 | 83 | 56 | 97 | medium-slow
658 | Greninja | Water | Dark | 3 | Common | 72 | 95 | 67 | 103 | 71 | 122 | medium-slow
659 | Bunnelby | Normal |  | 1 | Common | 38 | 36 | 38 | 32 | 36 | 57 | medium
660 | Diggersby | Normal | Ground | 2 | Common | 85 | 56 | 77 | 50 | 77 | 78 | medium
661 | Fletchling | Normal | Flying | 1 | Common | 45 | 50 | 43 | 40 | 38 | 62 | medium-slow
662 | Fletchinder | Fire | Flying | 2 | Common | 62 | 73 | 55 | 56 | 52 | 84 | medium-slow
663 | Talonflame | Fire | Flying | 3 | Common | 78 | 81 | 71 | 74 | 69 | 126 | medium-slow
664 | Scatterbug | Bug |  | 1 | Common | 38 | 35 | 40 | 27 | 25 | 35 | medium
665 | Spewpa | Bug |  | 2 | Common | 45 | 22 | 60 | 27 | 30 | 29 | medium
666 | Vivillon | Bug | Flying | 3 | Common | 80 | 52 | 50 | 90 | 50 | 89 | medium
667 | Litleo | Fire | Normal | 1 | Common | 62 | 50 | 58 | 73 | 54 | 72 | medium-slow
668 | Pyroar-Male | Fire | Normal | 2 | Common | 86 | 68 | 72 | 109 | 66 | 106 | medium-slow
669 | Flabébé | Fairy |  | 1 | Common | 44 | 38 | 39 | 61 | 79 | 42 | medium
670 | Floette | Fairy |  | 2 | Common | 54 | 45 | 47 | 75 | 98 | 52 | medium
671 | Florges | Fairy |  | 3 | Common | 78 | 65 | 68 | 112 | 154 | 75 | medium
672 | Skiddo | Grass |  | 1 | Common | 66 | 65 | 48 | 62 | 57 | 52 | medium
673 | Gogoat | Grass |  | 2 | Common | 123 | 100 | 62 | 97 | 81 | 68 | medium
674 | Pancham | Fighting |  | 1 | Common | 67 | 82 | 62 | 46 | 48 | 43 | medium
675 | Pangoro | Fighting | Dark | 2 | Common | 95 | 124 | 78 | 69 | 71 | 58 | medium
676 | Furfrou | Normal |  | 1 | Common | 75 | 80 | 60 | 65 | 90 | 102 | medium
677 | Espurr | Psychic |  | 1 | Common | 62 | 48 | 54 | 63 | 60 | 68 | medium
678 | Meowstic-Male | Psychic |  | 2 | Common | 74 | 48 | 76 | 83 | 81 | 104 | medium
679 | Honedge | Steel | Ghost | 1 | Common | 45 | 80 | 100 | 35 | 37 | 28 | medium
680 | Doublade | Steel | Ghost | 2 | Common | 59 | 110 | 150 | 45 | 49 | 35 | medium
681 | Aegislash-Shield | Steel | Ghost | 3 | Common | 60 | 50 | 140 | 50 | 140 | 60 | medium
682 | Spritzee | Fairy |  | 1 | Common | 78 | 52 | 60 | 63 | 65 | 23 | medium
683 | Aromatisse | Fairy |  | 2 | Common | 101 | 72 | 72 | 99 | 89 | 29 | medium
684 | Swirlix | Fairy |  | 1 | Common | 62 | 48 | 66 | 59 | 57 | 49 | medium
685 | Slurpuff | Fairy |  | 2 | Common | 82 | 80 | 86 | 85 | 75 | 72 | medium
686 | Inkay | Dark | Psychic | 1 | Common | 53 | 54 | 53 | 37 | 46 | 45 | medium
687 | Malamar | Dark | Psychic | 2 | Common | 86 | 92 | 88 | 68 | 75 | 73 | medium
688 | Binacle | Rock | Water | 1 | Common | 42 | 52 | 67 | 39 | 56 | 50 | medium
689 | Barbaracle | Rock | Water | 2 | Common | 72 | 105 | 115 | 54 | 86 | 68 | medium
690 | Skrelp | Poison | Water | 1 | Common | 50 | 60 | 60 | 60 | 60 | 30 | medium
691 | Dragalge | Poison | Dragon | 2 | Common | 65 | 75 | 90 | 97 | 123 | 44 | medium
692 | Clauncher | Water |  | 1 | Common | 50 | 53 | 62 | 58 | 63 | 44 | slow
693 | Clawitzer | Water |  | 2 | Common | 71 | 73 | 88 | 120 | 89 | 59 | slow
694 | Helioptile | Electric | Normal | 1 | Common | 44 | 38 | 33 | 61 | 43 | 70 | medium
695 | Heliolisk | Electric | Normal | 2 | Common | 62 | 55 | 52 | 109 | 94 | 109 | medium
696 | Tyrunt | Rock | Dragon | 1 | Common | 58 | 89 | 77 | 45 | 45 | 48 | medium
697 | Tyrantrum | Rock | Dragon | 2 | Common | 82 | 121 | 119 | 69 | 59 | 71 | medium
698 | Amaura | Rock | Ice | 1 | Common | 77 | 59 | 50 | 67 | 63 | 46 | medium
699 | Aurorus | Rock | Ice | 2 | Common | 123 | 77 | 72 | 99 | 92 | 58 | medium
700 | Sylveon | Fairy |  | 2 | Common | 95 | 65 | 65 | 110 | 130 | 60 | medium
701 | Hawlucha | Fighting | Flying | 1 | Common | 78 | 92 | 75 | 74 | 63 | 118 | medium
702 | Dedenne | Electric | Fairy | 1 | Common | 67 | 58 | 57 | 81 | 67 | 101 | medium
703 | Carbink | Rock | Fairy | 1 | Common | 50 | 50 | 150 | 50 | 150 | 50 | slow
704 | Goomy | Dragon |  | 1 | Common | 45 | 50 | 35 | 55 | 75 | 40 | slow
705 | Sliggoo | Dragon |  | 2 | Common | 68 | 75 | 53 | 83 | 113 | 60 | slow
706 | Goodra | Dragon |  | 3 | Common | 90 | 100 | 70 | 110 | 150 | 80 | slow
707 | Klefki | Steel | Fairy | 1 | Common | 57 | 80 | 91 | 80 | 87 | 75 | fast
708 | Phantump | Ghost | Grass | 1 | Common | 43 | 70 | 48 | 50 | 60 | 38 | medium
709 | Trevenant | Ghost | Grass | 2 | Common | 85 | 110 | 76 | 65 | 82 | 56 | medium
710 | Pumpkaboo-Average | Ghost | Grass | 1 | Common | 49 | 66 | 70 | 44 | 55 | 51 | medium
711 | Gourgeist-Average | Ghost | Grass | 2 | Common | 65 | 90 | 122 | 58 | 75 | 84 | medium
712 | Bergmite | Ice |  | 1 | Common | 55 | 69 | 85 | 32 | 35 | 28 | medium
713 | Avalugg | Ice |  | 2 | Common | 95 | 117 | 184 | 44 | 46 | 28 | medium
714 | Noibat | Flying | Dragon | 1 | Common | 40 | 30 | 35 | 45 | 40 | 55 | medium
715 | Noivern | Flying | Dragon | 2 | Common | 85 | 70 | 80 | 97 | 80 | 123 | medium
716 | Xerneas | Fairy |  | 1 | Legendary | 126 | 131 | 95 | 131 | 98 | 99 | slow
717 | Yveltal | Dark | Flying | 1 | Legendary | 126 | 131 | 95 | 131 | 98 | 99 | slow
718 | Zygarde-50 | Dragon | Ground | 1 | Legendary | 108 | 100 | 121 | 81 | 95 | 95 | slow
719 | Diancie | Rock | Fairy | 1 | Mythical | 50 | 100 | 150 | 100 | 150 | 50 | slow
720 | Hoopa | Psychic | Ghost | 1 | Mythical | 80 | 110 | 60 | 150 | 130 | 70 | slow
721 | Volcanion | Fire | Water | 1 | Mythical | 80 | 110 | 120 | 130 | 90 | 70 | slow
