# Pokemon Insurgence Item Data (generated by generate_data_from_game.py)
# ID | SourceID | Name | Pocket | Price | Description | FieldUse | BattleUse | ItemType | MoveID | MachineType | MachineCategory
3 | 1 | Repel | Items | 350 | An item that prevents weak wild Pokémon from appearing for 100 steps after its use. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
613 | 306 | TM19 | TMs & HMs | 3000 | The user steals the effects of any attempts to use a healing or stat-changing move." | Technical/hidden machine | Not usable in battle | Regular | 47 | 100 | 101
615 | 307 | TM20 | TMs & HMs | 3000 | The user creates a protective field that prevents status problems for five turns. | Technical/hidden machine | Not usable in battle | Regular | 398 | 100 | 101
617 | 308 | TM21 | TMs & HMs | 3000 | A full-power attack that grows more powerful the less the user likes its Trainer. | Technical/hidden machine | Not usable in battle | Regular | 331 | 100 | 101
619 | 309 | TM22 | TMs & HMs | 3000 | A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn. | Technical/hidden machine | Not usable in battle | Regular | 195 | 100 | 101
621 | 310 | TM23 | TMs & HMs | 3000 | The target is slammed with a steel-hard tail. This may also lower the target's Defense stat. | Technical/hidden machine | Not usable in battle | Regular | 517 | 100 | 101
623 | 311 | TM24 | TMs & HMs | 3000 | A strong electric blast is loosed at the target. It may also leave the target with paralysis. | Technical/hidden machine | Not usable in battle | Regular | 69 | 100 | 101
625 | 312 | TM25 | TMs & HMs | 300 | A wicked thunderbolt is dropped on the target to inflict damage. It may also leave the target with paralysis. | Technical/hidden machine | Not usable in battle | Regular | 65 | 100 | 101
627 | 313 | TM26 | TMs & HMs | 3000 | The user sets off an earthquake that strikes every Pokémon around it. | Technical/hidden machine | Not usable in battle | Regular | 223 | 100 | 101
629 | 314 | TM27 | TMs & HMs | 3000 | A full-power attack that grows more powerful the more the user likes its Trainer. | Technical/hidden machine | Not usable in battle | Regular | 337 | 100 | 101
631 | 315 | TM28 | TMs & HMs | 3000 | The user burrows, then attacks on the second turn. It can also be used to exit dungeons. | Technical/hidden machine | Not usable in battle | Regular | 225 | 100 | 101
633 | 316 | TM29 | TMs & HMs | 3000 | The target is hit by a strong telekinetic force. It may also reduce the target's Sp. Def stat. | Technical/hidden machine | Not usable in battle | Regular | 452 | 100 | 101
635 | 317 | TM30 | TMs & HMs | 3000 | The user hurls a shadowy blob at the target. It may also lower the target's Sp. Def stat. | Technical/hidden machine | Not usable in battle | Regular | 175 | 100 | 101
637 | 318 | TM31 | TMs & HMs | 3000 | The user attacks with tough fists, etc. It can also break any barrier such as Light Screen and Reflect. | Technical/hidden machine | Not usable in battle | Regular | 98 | 100 | 101
639 | 319 | TM32 | TMs & HMs | 3000 | By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. | Technical/hidden machine | Not usable in battle | Regular | 359 | 100 | 101
641 | 320 | TM33 | TMs & HMs | 3000 | A wondrous wall of light is put up to suppress damage from physical attacks for five turns. | Technical/hidden machine | Not usable in battle | Regular | 492 | 100 | 101
643 | 321 | TM34 | TMs & HMs | 3000 | It swamps the area around the user with a giant sludge wave. It may also poison those hit. | Technical/hidden machine | Not usable in battle | Regular | 428 | 100 | 101
645 | 322 | TM35 | TMs & HMs | 3000 | The target is scorched with an intense blast of fire. It may also leave the target with a burn. | Technical/hidden machine | Not usable in battle | Regular | 136 | 100 | 101
647 | 323 | TM36 | TMs & HMs | 3000 | Unsanitary sludge is hurled at the target. It may also poison the target. | Technical/hidden machine | Not usable in battle | Regular | 429 | 100 | 101
649 | 324 | TM37 | TMs & HMs | 3000 | A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types. | Technical/hidden machine | Not usable in battle | Regular | 513 | 100 | 101
651 | 325 | TM38 | TMs & HMs | 300 | The target is attacked with an intense blast of all-consuming fire. It may also leave the target with a burn. | Technical/hidden machine | Not usable in battle | Regular | 128 | 100 | 101
653 | 326 | TM39 | TMs & HMs | 3000 | Boulders are hurled at the target. It also lowers the target's Speed by preventing its movement. | Technical/hidden machine | Not usable in battle | Regular | 508 | 100 | 101
655 | 327 | TM40 | TMs & HMs | 3000 | The user confounds the target with speed, then slashes. The attack lands without fail. | Technical/hidden machine | Not usable in battle | Regular | 160 | 100 | 101
657 | 328 | TM41 | TMs & HMs | 3000 | The user torments and enrages the target, making it incapable of using the same move twice in a row. | Technical/hidden machine | Not usable in battle | Regular | 50 | 100 | 101
659 | 329 | TM42 | TMs & HMs | 3000 | An attack move that doubles its power if the user is poisoned, paralyzed, or has a burn. | Technical/hidden machine | Not usable in battle | Regular | 289 | 100 | 101
661 | 330 | TM43 | TMs & HMs | 3000 | The user cloaks itself in Fire and can have its speed increased. | Technical/hidden machine | Not usable in battle | Regular | 145 | 100 | 101
663 | 331 | TM44 | TMs & HMs | 3000 | The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem. | Technical/hidden machine | Not usable in battle | Regular | 493 | 100 | 101
665 | 332 | TM45 | TMs & HMs | 3000 | If it is the opposite gender of the user, the target becomes infatuated and less likely to attack. | Technical/hidden machine | Not usable in battle | Regular | 346 | 100 | 101
667 | 333 | TM46 | TMs & HMs | 3000 | The user attacks and steals the target's held item simultaneously. It can't steal if the user holds an item. | Technical/hidden machine | Not usable in battle | Regular | 34 | 100 | 101
669 | 334 | TM47 | TMs & HMs | 3000 | The user attacks the target's legs swiftly, reducing the target's Speed stat. | Technical/hidden machine | Not usable in battle | Regular | 103 | 100 | 101
671 | 335 | TM48 | TMs & HMs | 3000 | The user shoots boiling hot water at its target. It may also leave the target with a burn. | Technical/hidden machine | Not usable in battle | Regular | 542 | 100 | 101
673 | 336 | TM49 | TMs & HMs | 3000 | The user recycles a held item that has been used in battle so it can be used again. | Technical/hidden machine | Not usable in battle | Regular | 394 | 100 | 101
675 | 337 | TM50 | TMs & HMs | 3000 | The user attacks the target at full power. The attack's recoil sharply reduces the user's Sp. Atk stat. | Technical/hidden machine | Not usable in battle | Regular | 126 | 100 | 101
677 | 338 | TM51 | TMs & HMs | 3000 | The user lands and rests its body. It restores the user's HP by up to half of its max HP | Technical/hidden machine | Not usable in battle | Regular | 172 | 100 | 101
679 | 339 | TM52 | TMs & HMs | 3000 | The user heightens its mental focus and unleashes its power. It may also lower the target's Sp. Def. | Technical/hidden machine | Not usable in battle | Regular | 87 | 100 | 101
681 | 340 | TM53 | TMs & HMs | 3000 | The user draws power from nature and fires it at the target. It may also lower the target's Sp. Def. | Technical/hidden machine | Not usable in battle | Regular | 198 | 100 | 101
683 | 341 | TM54 | TMs & HMs | 3000 | A restrained attack that prevents the target from fainting. The target is left with at least 1 HP. | Technical/hidden machine | Not usable in battle | Regular | 307 | 100 | 101
685 | 342 | TM55 | TMs & HMs | 3000 | If the target's HP is half or less, this attack will hit with double the power. | Technical/hidden machine | Not usable in battle | Regular | 545 | 100 | 101
687 | 343 | TM56 | TMs & HMs | 3000 | The user flings its held item at the target as an attack. Its power and effects depend on the item. | Technical/hidden machine | Not usable in battle | Regular | 37 | 100 | 101
689 | 344 | TM57 | TMs & HMs | 3000 | The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat. | Technical/hidden machine | Not usable in battle | Regular | 78 | 100 | 101
691 | 345 | TM58 | TMs & HMs | 3000 | The user materializes an odd psychic wave to attack the target. This attack does physical damage. | Technical/hidden machine | Not usable in battle | Regular | 454 | 100 | 101
693 | 346 | TM59 | TMs & HMs | 3000 | The user employs its psychic power to exchange Abilities with the target. | Technical/hidden machine | Not usable in battle | Regular | 495 | 100 | 101
695 | 347 | TM60 | TMs & HMs | 3000 | The user knocks away the target and drags out another Pokémon in its party. In the wild, the battle ends. | Technical/hidden machine | Not usable in battle | Regular | 58 | 100 | 101
697 | 348 | TM61 | TMs & HMs | 3000 | The user shoots a sinister, bluish-white flame at the target to inflict a burn. | Technical/hidden machine | Not usable in battle | Regular | 151 | 100 | 101
699 | 349 | TM62 | TMs & HMs | 3000 | The sky darkens to night, increasing the power of Dark- and Ghost-type moves. | Technical/hidden machine | Not usable in battle | Regular | 707 | 100 | 101
701 | 350 | TM63 | TMs & HMs | 3000 | It prevents the target from using its held item. Its Trainer is also prevented from using items on it. | Technical/hidden machine | Not usable in battle | Regular | 40 | 100 | 101
703 | 351 | TM64 | TMs & HMs | 3000 | The user explodes to inflict damage on those around it. The user faints upon using this move. | Technical/hidden machine | Not usable in battle | Regular | 260 | 100 | 101
705 | 352 | TM65 | TMs & HMs | 3000 | The user slashes with a sharp claw made from shadows. It has a high critical-hit ratio. | Technical/hidden machine | Not usable in battle | Regular | 176 | 100 | 101
707 | 353 | TM66 | TMs & HMs | 3000 | The user stores power, then attacks. If the user can use this attack after the target, its power is doubled. | Technical/hidden machine | Not usable in battle | Regular | 32 | 100 | 101
709 | 354 | TM67 | TMs & HMs | 3000 | The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack's damage increases. | Technical/hidden machine | Not usable in battle | Regular | 291 | 100 | 101
711 | 355 | TM68 | TMs & HMs | 3000 | The user charges at the target using every bit of its power. The user must rest on the next turn. | Technical/hidden machine | Not usable in battle | Regular | 262 | 100 | 101
713 | 356 | TM69 | TMs & HMs | 3000 | The user polishes its body to reduce drag. It sharply raises the Speed stat. | Technical/hidden machine | Not usable in battle | Regular | 512 | 100 | 101
715 | 357 | TM70 | TMs & HMs | 3000 | The user creates a stream of air that makes all moves go first next turn. | Technical/hidden machine | Not usable in battle | Regular | 708 | 100 | 101
717 | 358 | TM71 | TMs & HMs | 3000 | The user stabs the foe with sharpened stones from below. It has a high critical-hit ratio. | Technical/hidden machine | Not usable in battle | Regular | 503 | 100 | 101
719 | 359 | TM72 | TMs & HMs | 3000 | The user hypnotizes itself into copying any stat change made by the target. | Technical/hidden machine | Not usable in battle | Regular | 392 | 100 | 101
721 | 360 | TM73 | TMs & HMs | 3000 | A weak electric charge is launched at the target. It causes paralysis if it hits. | Technical/hidden machine | Not usable in battle | Regular | 83 | 100 | 101
723 | 361 | TM74 | TMs & HMs | 3000 | The user tackles the target with a high-speed spin. The slower the user, the greater the damage. | Technical/hidden machine | Not usable in battle | Regular | 527 | 100 | 101
725 | 362 | TM75 | TMs & HMs | 3000 | A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat. | Technical/hidden machine | Not usable in battle | Regular | 418 | 100 | 101
727 | 363 | TM76 | TMs & HMs | 3000 | The user drenches the target in a special poisonous liquid. Its power is doubled if the target is poisoned. | Technical/hidden machine | Not usable in battle | Regular | 433 | 100 | 101
729 | 364 | TM77 | TMs & HMs | 3000 | The user shrouds itself in electricity and smashes into its target. It also damages the user a little. | Technical/hidden machine | Not usable in battle | Regular | 70 | 100 | 101
731 | 365 | TM78 | TMs & HMs | 3000 | An energy-draining punch. The user's HP is restored by half the damage taken by the target. | Technical/hidden machine | Not usable in battle | Regular | 99 | 100 | 101
733 | 366 | TM79 | TMs & HMs | 3000 | After making its attack, the user rushes back to switch places with a party Pokémon in waiting. | Technical/hidden machine | Not usable in battle | Regular | 73 | 100 | 101
735 | 367 | TM80 | TMs & HMs | 3000 | Large boulders are hurled at the opposing team to inflict damage. They may also make the targets flinch. | Technical/hidden machine | Not usable in battle | Regular | 504 | 100 | 101
737 | 368 | TM81 | TMs & HMs | 3000 | The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors. | Technical/hidden machine | Not usable in battle | Regular | 4 | 100 | 101
739 | 369 | TM82 | TMs & HMs | 3000 | It lays an unclosed circuit at the foe's feet, paralyzing those who touch it. | Technical/hidden machine | Not usable in battle | Regular | 580 | 100 | 101
741 | 370 | TM83 | TMs & HMs | 3000 | The user strikes the target with a quick jolt of electricity. This attack cannot be evaded. | Technical/hidden machine | Not usable in battle | Regular | 76 | 100 | 101
743 | 371 | TM84 | TMs & HMs | 3000 | The target is stabbed with a tentacle or arm steeped in poison. It may also poison the target. | Technical/hidden machine | Not usable in battle | Regular | 430 | 100 | 101
745 | 372 | TM85 | TMs & HMs | 3000 | The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal the user's HP. | Technical/hidden machine | Not usable in battle | Regular | 449 | 100 | 101
747 | 373 | TM86 | TMs & HMs | 3000 | The user snares the target with grass and trips it. The heavier the target, the greater the damage. | Technical/hidden machine | Not usable in battle | Regular | 211 | 100 | 101
749 | 374 | TM87 | TMs & HMs | 3000 | The user enrages and confuses the target. However, it also sharply raises the target's Attack stat. | Technical/hidden machine | Not usable in battle | Regular | 414 | 100 | 101
751 | 375 | TM88 | TMs & HMs | 3000 | Striking opponents over and over makes the user's fists harder. Hitting a target raises the Attack stat. | Technical/hidden machine | Not usable in battle | Regular | 706 | 100 | 101
753 | 376 | TM89 | TMs & HMs | 3000 | After making its attack, the user rushes back to switch places with a party Pokémon in waiting. | Technical/hidden machine | Not usable in battle | Regular | 6 | 100 | 101
755 | 377 | TM90 | TMs & HMs | 3000 | The user makes a copy of itself using some of its HP. The copy serves as the user's decoy. | Technical/hidden machine | Not usable in battle | Regular | 412 | 100 | 101
757 | 378 | TM91 | TMs & HMs | 3000 | The user gathers all its light energy and releases it at once. It may also lower the target's Sp. Def stat. | Technical/hidden machine | Not usable in battle | Regular | 519 | 100 | 101
759 | 379 | TM92 | TMs & HMs | 3000 | The user creates a bizarre space in which slower Pokémon get to move first for five turns. | Technical/hidden machine | Not usable in battle | Regular | 499 | 100 | 101
761 | 380 | TM93 | TMs & HMs | 3000 | The user uses a skill long-forgotten by the dragons to always strike first. | Technical/hidden machine | Not usable in battle | Regular | 583 | 100 | 101
763 | 381 | TM94 | TMs & HMs | 3000 | The user throws a stone or projectile to attack an opponent. A flying Pokémon will fall to the ground when it's hit. | Technical/hidden machine | Not usable in battle | Regular | 509 | 100 | 101
765 | 382 | TM95 | TMs & HMs | 3000 | The user talks in their sleep, using a random move it possesses. | Technical/hidden machine | Not usable in battle | Regular | 407 | 100 | 101
767 | 383 | HM01 | TMs & HMs | 0 | The target is cut with a scythe or claw. It can also be used to cut down thin trees. | Use from bag, consumed | Not usable in battle | Regular | 301 | 100 | 101
769 | 384 | HM02 | TMs & HMs | 0 | The user soars, then strikes on the second turn. It can also be used to fly to any familiar town. | Use from bag, consumed | Not usable in battle | Regular | 156 | 100 | 101
771 | 385 | HM03 | TMs & HMs | 0 | It swamps the area around the user with a giant wave. It can also be used for crossing water. | Use from bag, consumed | Not usable in battle | Regular | 538 | 100 | 101
773 | 386 | HM04 | TMs & HMs | 0 | The target is slugged with a punch thrown at maximum power. This move can also be used to move boulders. | Use from bag, consumed | Not usable in battle | Regular | 283 | 100 | 101
775 | 387 | HM05 | TMs & HMs | 0 | The user charges the target at an awesome speed. It can also be used to climb a waterfall. | Use from bag, consumed | Not usable in battle | Regular | 543 | 100 | 101
777 | 388 | HM06 | TMs & HMs | 0 | Diving on the first turn, the user floats up and attacks on the second. It can be used for diving in the ocean. | Use from bag, consumed | Not usable in battle | Regular | 541 | 100 | 101
779 | 389 | Cheri Berry | Berries | 20 | It may be used or held by a Pokémon to recover from paralysis. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
781 | 390 | Chesto Berry | Berries | 20 | It may be used or held by a Pokémon to recover from sleep. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
783 | 391 | Pecha Berry | Berries | 20 | It may be used or held by a Pokémon to recover from poison. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
785 | 392 | Rawst Berry | Berries | 20 | It may be used or held by a Pokémon to recover from a burn. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
787 | 393 | Aspear Berry | Berries | 20 | It may be used or held by a Pokémon to defrost it. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
789 | 394 | Leppa Berry | Berries | 20 | It may be used or held by a Pokémon to restore a move's PP by 10. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
791 | 395 | Oran Berry | Berries | 20 | It may be used or held by a Pokémon to heal the user by just 10 HP. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
793 | 396 | Persim Berry | Berries | 20 | It may be used or held by a Pokémon to recover from confusion. | Cannot be used from bag | Use on a Pokemon in battle | Berry | 0 | 100 | 101
795 | 397 | Lum Berry | Berries | 20 | It may be used or held by a Pokémon to recover from any status problem. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
797 | 398 | Sitrus Berry | Berries | 20 | It may be used or held by a Pokémon to heal the user's HP a little. | Use on a Pokemon | Use on a Pokemon in battle | Berry | 0 | 100 | 101
799 | 399 | Figy Berry | Berries | 20 | If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
801 | 400 | Wiki Berry | Berries | 20 | If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
803 | 401 | Mago Berry | Berries | 20 | If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
805 | 402 | Aguav Berry | Berries | 20 | If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
807 | 403 | Iapapa Berry | Berries | 20 | If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
809 | 404 | Razz Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
811 | 405 | Bluk Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
813 | 406 | Nanab Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
815 | 407 | Wepear Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
817 | 408 | Pinap Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
819 | 409 | Pomeg Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base HP. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
821 | 410 | Kelpsy Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base Attack stat. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
823 | 411 | Qualot Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base Defense stat. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
825 | 412 | Hondew Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Atk stat. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
827 | 413 | Grepa Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Def stat. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
829 | 414 | Tamato Berry | Berries | 20 | Using it on a Pokémon makes it more friendly, but it also lowers its base Speed stat. | Use on a Pokemon | Not usable in battle | Berry | 0 | 100 | 101
831 | 415 | Cornn Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
833 | 416 | Magost Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
835 | 417 | Rabuta Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
837 | 418 | Nomel Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
839 | 419 | Spelon Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
841 | 420 | Pamtre Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
843 | 421 | Watmel Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
845 | 422 | Durin Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
847 | 423 | Belue Berry | Berries | 20 | In the Sinnoh region, they like to make sweets known as Poffins with this Berry and feed them to their Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
849 | 424 | Occa Berry | Berries | 20 | Weakens a supereffective Fire-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
851 | 425 | Passho Berry | Berries | 20 | Weakens a supereffective Water-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
853 | 426 | Wacan Berry | Berries | 20 | Weakens a supereffective Electric-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
855 | 427 | Rindo Berry | Berries | 20 | Weakens a supereffective Grass-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
857 | 428 | Yache Berry | Berries | 20 | Weakens a supereffective Ice-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
859 | 429 | Chople Berry | Berries | 20 | Weakens a supereffective Fighting-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
861 | 430 | Kebia Berry | Berries | 20 | Weakens a supereffective Poison-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
863 | 431 | Shuca Berry | Berries | 20 | Weakens a supereffective Ground-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
865 | 432 | Coba Berry | Berries | 20 | Weakens a supereffective Flying-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
867 | 433 | Payapa Berry | Berries | 20 | Weakens a supereffective Psychic-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
869 | 434 | Tanga Berry | Berries | 20 | Weakens a supereffective Bug-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
871 | 435 | Charti Berry | Berries | 20 | Weakens a supereffective Rock-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
873 | 436 | Kasib Berry | Berries | 20 | Weakens a supereffective Ghost-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
875 | 437 | Haban Berry | Berries | 20 | Weakens a supereffective Dragon-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
877 | 438 | Colbur Berry | Berries | 20 | Weakens a supereffective Dark-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
879 | 439 | Babiri Berry | Berries | 20 | Weakens a supereffective Steel-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
881 | 440 | Chilan Berry | Berries | 20 | Weakens a Normal-type attack against the Pokémon holding this berry. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
883 | 441 | Liechi Berry | Berries | 20 | If held by a Pokémon, it raises its Attack stat in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
885 | 442 | Ganlon Berry | Berries | 20 | If held by a Pokémon, it raises its Defense stat in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
887 | 443 | Salac Berry | Berries | 20 | If held by a Pokémon, it raises its Speed stat in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
889 | 444 | Petaya Berry | Berries | 20 | If held by a Pokémon, it raises its Sp. Atk stat in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
891 | 445 | Apicot Berry | Berries | 20 | If held by a Pokémon, it raises its Sp. Def stat in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
893 | 446 | Lansat Berry | Berries | 20 | If held by a Pokémon, it raises its critical-hit ratio in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
895 | 447 | Starf Berry | Berries | 20 | If held by a Pokémon, it sharply raises one of its stats in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
897 | 448 | Enigma Berry | Berries | 20 | If held by a Pokémon, it restores its HP if it is hit by any supereffective attack. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
899 | 449 | Micle Berry | Berries | 20 | If held by a Pokémon, it raises the accuracy of a move just once in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
901 | 450 | Custap Berry | Berries | 20 | If held by a Pokémon, it gets to move first just once in a pinch. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
903 | 451 | Jaboca Berry | Berries | 20 | If held by a Pokémon and a physical attack lands, the attacker also takes damage. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
905 | 452 | Rowap Berry | Berries | 20 | If held by a Pokémon and a special attack lands, the attacker also takes damage. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
907 | 453 | Grass Mail | Mail | 50 | Stationery featuring a print of a refreshingly green field. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
909 | 454 | Flame Mail | Mail | 50 | Stationery featuring a print of flames in blazing red. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
911 | 455 | Bubble Mail | Mail | 50 | Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
913 | 456 | Bloom Mail | Mail | 50 | Stationery featuring a print of pretty floral patterns. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
915 | 457 | Tunnel Mail | Mail | 50 | Stationery featuring a print of a dimly lit coal mine. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
917 | 458 | Steel Mail | Mail | 50 | Stationery featuring a print of cool mechanical designs. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
919 | 459 | Heart Mail | Mail | 50 | Stationery featuring a print of giant heart patterns. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
921 | 460 | Snow Mail | Mail | 50 | Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
923 | 461 | Space Mail | Mail | 50 | Stationery featuring a print depicting the huge expanse of space. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
