# Pokemon Insurgence Move Data  (generated by generate_data_from_game.py)
# Uses game-internal IDs — these are the @id values stored in save files
# ID | Name | Type | Category | PP | Power | Accuracy | Description
1 | Megahorn | Bug | Physical | 10 | 120 | 85 | Using its tough and impressive horn, the user rams into the target with no letup.
467 | Ally Switch | Psychic | Status | 15 | 0 | 0 | The user teleports using a strange power and switches its place with one of its allies.
468 | Amnesia | Psychic | Status | 20 | 0 | 0 | The user temporarily empties its mind to forget its concerns. It sharply raises the user's Sp. Def stat.
469 | Barrier | Psychic | Status | 20 | 0 | 0 | The user throws up a sturdy wall that sharply raises its Defense stat.
470 | Calm Mind | Psychic | Status | 20 | 0 | 0 | The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
471 | Cosmic Power | Psychic | Status | 20 | 0 | 0 | The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
472 | Gravity | Psychic | Status | 5 | 0 | 0 | Gravity is intensified for five turns, making moves involving flying unusable and negating Levitation.
473 | Guard Split | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to average its Defense and Sp. Def stats with those of its target's.
474 | Guard Swap | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to switch changes to its Defense and Sp. Def with the target.
475 | Heal Block | Psychic | Status | 15 | 0 | 100 | For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP.
476 | Heal Pulse | Psychic | Status | 10 | 0 | 0 | The user emits a healing pulse which restores the target's HP by up to half of its max HP.
477 | Healing Wish | Psychic | Status | 10 | 0 | 0 | The user faints. In return, the Pokémon taking its place will have its HP restored and status cured.
478 | Heart Swap | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to switch stat changes with the target.
479 | Hypnosis | Psychic | Status | 20 | 0 | 60 | The user employs hypnotic suggestion to make the target fall into a deep sleep.
480 | Imprison | Psychic | Status | 10 | 0 | 0 | If the opponents know any move also known by the user, the opponents are prevented from using it.
481 | Kinesis | Psychic | Status | 15 | 0 | 80 | The user distracts the target by bending a spoon. It lowers the target's accuracy.
482 | Light Screen | Psychic | Status | 30 | 0 | 0 | A wondrous wall of light is put up to suppress damage from special attacks for five turns.
483 | Lunar Dance | Psychic | Status | 10 | 0 | 0 | The user faints. In return, the Pokémon taking its place will have its status and HP fully restored.
484 | Magic Coat | Psychic | Status | 15 | 0 | 0 | A barrier reflects back to the target moves like Leech Seed and moves that damage status.
485 | Magic Room | Psychic | Status | 10 | 0 | 0 | The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.
486 | Meditate | Psychic | Status | 40 | 0 | 0 | The user meditates to awaken the power deep within its body and raise its Attack stat.
487 | Miracle Eye | Psychic | Status | 40 | 0 | 0 | Enables a Dark-type target to be hit by Psychic-type attacks. It also enables an evasive target to be hit.
488 | Power Split | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target's.
489 | Power Swap | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target.
490 | Power Trick | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to switch its Attack with its Defense stat.
491 | Psycho Shift | Psychic | Status | 10 | 0 | 100 | Using its psychic power of suggestion, the user transfers its status problems to the target.
492 | Reflect | Psychic | Status | 20 | 0 | 0 | A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
493 | Rest | Psychic | Status | 10 | 0 | 0 | The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.
494 | Role Play | Psychic | Status | 10 | 0 | 0 | The user mimics the target completely, copying the target's natural Ability.
495 | Skill Swap | Psychic | Status | 10 | 0 | 0 | The user employs its psychic power to exchange Abilities with the target.
496 | Telekinesis | Psychic | Status | 15 | 0 | 0 | The user makes the target float with its psychic power. The target is easier to hit for three turns.
497 | Teleport | Psychic | Status | 20 | 0 | 0 | Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
498 | Trick | Psychic | Status | 10 | 0 | 100 | The user catches the target off guard and swaps its held item with its own.
499 | Trick Room | Psychic | Status | 5 | 0 | 0 | The user creates a bizarre area in which slower Pokémon get to move first for five turns.
500 | Wonder Room | Psychic | Status | 10 | 0 | 0 | The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.
501 | Head Smash | Rock | Physical | 5 | 150 | 80 | The user attacks the target with a hazardous, full-power headbutt. The user also takes terrible damage.
502 | Rock Wrecker | Rock | Physical | 5 | 150 | 90 | The user launches a huge boulder at the target to attack. It must rest on the next turn, however.
503 | Stone Edge | Rock | Physical | 5 | 100 | 80 | The user stabs the foe with sharpened stones from below. It has a high critical-hit ratio.
504 | Rock Slide | Rock | Physical | 10 | 75 | 90 | Large boulders are hurled at the opposing team to inflict damage. It may also make the targets flinch.
505 | Power Gem | Rock | Special | 20 | 80 | 100 | The user attacks with a ray of light that sparkles as if it were made of gemstones.
506 | Ancient Power | Rock | Special | 5 | 60 | 100 | The user attacks with a prehistoric power. It may also raise all the user's stats at once.
507 | Rock Throw | Rock | Physical | 15 | 50 | 90 | The user picks up and throws a small rock at the target to attack.
508 | Rock Tomb | Rock | Physical | 15 | 60 | 95 | Boulders are hurled at the target. It also lowers the target's Speed by preventing its movement.
509 | Smack Down | Rock | Physical | 15 | 50 | 100 | The user throws a stone or projectile to attack an opponent. A flying Pokémon will fall to the ground when it's hit.
510 | Rollout | Rock | Physical | 20 | 30 | 90 | The user continually rolls into the target over five turns. It becomes stronger each time it hits.
511 | Rock Blast | Rock | Physical | 10 | 25 | 90 | The user hurls hard rocks at the target. Two to five rocks are launched in quick succession.
512 | Rock Polish | Rock | Status | 20 | 0 | 0 | The user polishes its body to reduce drag. It can sharply raise the Speed stat.
513 | Sandstorm | Rock | Status | 10 | 0 | 0 | A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types.
514 | Stealth Rock | Rock | Status | 20 | 0 | 0 | The user lays a trap of levitating stones around the opponent's team. The trap hurts opponents that switch into battle.
515 | Wide Guard | Rock | Status | 10 | 0 | 0 | The user and its allies are protected from wide-ranging attacks for one turn.
516 | Doom Desire | Steel | Special | 5 | 140 | 100 | Two turns after this move is used, the user blasts the target with a concentrated bundle of light.
517 | Iron Tail | Steel | Physical | 15 | 100 | 75 | The target is slammed with a steel-hard tail. It may also lower the target's Defense stat.
518 | Meteor Mash | Steel | Physical | 10 | 90 | 90 | The target is hit with a hard punch fired like a meteor. It may also raise the user's Attack.
519 | Flash Cannon | Steel | Special | 10 | 80 | 100 | The user gathers all its light energy and releases it at once. It may also lower the target's Sp. Def stat.
520 | Iron Head | Steel | Physical | 15 | 80 | 100 | The foe slams the target with its steel-hard head. It may also make the target flinch.
521 | Steel Wing | Steel | Physical | 25 | 70 | 90 | The target is hit with wings of steel. It may also raise the user's Defense stat.
522 | Mirror Shot | Steel | Special | 10 | 65 | 85 | The user looses a flash of energy at the target from its polished body. It may also lower the target's accuracy.
523 | Magnet Bomb | Steel | Physical | 20 | 60 | 0 | The user launches steel bombs that stick to the target. This attack will not miss.
524 | Gear Grind | Steel | Physical | 15 | 50 | 85 | The user attacks by throwing two steel gears at its target.
525 | Metal Claw | Steel | Physical | 35 | 50 | 95 | The target is raked with steel claws. It may also raise the user's Attack stat.
526 | Bullet Punch | Steel | Physical | 30 | 40 | 100 | The user strikes the target with tough punches as fast as bullets. This move always goes first.
527 | Gyro Ball | Steel | Physical | 5 | 1 | 100 | The user tackles the target with a high-speed spin. The slower the user, the greater the damage.
528 | Heavy Slam | Steel | Physical | 10 | 1 | 100 | The user slams into the target with its heavy body. The more the user outweighs the target, the greater its damage.
529 | Metal Burst | Steel | Physical | 10 | 1 | 100 | The user retaliates with much greater power against the target that last inflicted damage on it.
530 | Autotomize | Steel | Status | 15 | 0 | 0 | The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
531 | Iron Defense | Steel | Status | 15 | 0 | 0 | The user hardens its body's surface like iron, sharply raising its Defense stat.
532 | Metal Sound | Steel | Status | 40 | 0 | 85 | A horrible sound like scraping metal harshly reduces the target's Sp. Def stat.
533 | Shift Gear | Steel | Status | 10 | 0 | 0 | The user rotates its gears, raising its Attack and sharply raising its Speed.
534 | Hydro Cannon | Water | Special | 5 | 150 | 90 | The target is hit with a watery blast. The user must rest on the next turn, however.
535 | Water Spout | Water | Special | 5 | 150 | 100 | The user spouts water to damage the opposing team. The lower the user's HP, the less powerful it becomes.
536 | Hydro Pump | Water | Special | 5 | 110 | 80 | The target is blasted by a huge volume of water launched under great pressure.
537 | Muddy Water | Water | Special | 10 | 90 | 85 | The user attacks by shooting muddy water at the opposing team. It may also lower the target's accuracy.
538 | Surf | Water | Special | 15 | 90 | 100 | It swamps the area around the user with a giant wave. It can also be used for crossing water.
539 | Aqua Tail | Water | Physical | 10 | 90 | 90 | The user attacks by swinging its tail as if it were a vicious wave in a raging storm.
540 | Crabhammer | Water | Physical | 10 | 100 | 90 | The target is hammered with a large pincer. Critical hits land more easily.
541 | Dive | Water | Physical | 10 | 80 | 100 | Diving on the first turn, the user floats up and attacks on the second turn. It can be used to dive deep in the ocean.
542 | Scald | Water | Special | 15 | 80 | 100 | The user shoots boiling hot water at its target. It may also leave the target with a burn.
543 | Waterfall | Water | Physical | 15 | 80 | 100 | The user charges at the target and may make it flinch. It can also be used to climb a waterfall.
544 | Razor Shell | Water | Physical | 10 | 75 | 95 | The user cuts its target with sharp shells. This attack may also lower the target's Defense stat.
545 | Brine | Water | Special | 10 | 65 | 100 | If the target's HP is down to about half, this attack will hit with double the power.
546 | Bubble Beam | Water | Special | 20 | 65 | 100 | A spray of bubbles is forcefully ejected at the target. It may also lower its Speed stat.
547 | Octazooka | Water | Special | 10 | 65 | 85 | The user attacks by spraying ink in the target's face or eyes. It may also lower the target's accuracy.
548 | Water Pulse | Water | Special | 20 | 60 | 100 | The user attacks the target with a pulsing blast of water. It may also confuse the target.
549 | Water Pledge | Water | Special | 10 | 80 | 100 | A column of Water hits opposing Pokémon. When used with its fire equivalent, its creates a rainbow..
550 | Aqua Jet | Water | Physical | 20 | 40 | 100 | The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.
551 | Water Gun | Water | Special | 25 | 40 | 100 | The target is blasted with a forceful shot of water.
552 | Clamp | Water | Physical | 10 | 35 | 85 | The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.
553 | Whirlpool | Water | Special | 15 | 35 | 85 | Traps foes in a violent swirling whirlpool for four to five turns.
554 | Bubble | Water | Special | 30 | 40 | 100 | A spray of countless bubbles is jetted at the opposing team. It may also lower the targets' Speed stats.
555 | Aqua Ring | Water | Status | 20 | 0 | 0 | The user envelops itself in a veil made of water. It regains some HP on every turn.
556 | Rain Dance | Water | Status | 5 | 0 | 0 | The user summons a heavy rain that falls for five turns, powering up Water-type moves.
557 | Soak | Water | Status | 20 | 0 | 100 | The user shoots a torrent of water at the target and changes the target's type to Water.
558 | Water Sport | Water | Status | 15 | 0 | 0 | The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
559 | Withdraw | Water | Status | 40 | 0 | 0 | The user withdraws its body into its hard shell, raising its Defense stat.
560 | Oblivion Wing | Flying | Special | 10 | 80 | 100 | The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target.
561 | Geomancy | Fairy | Status | 10 | 0 | 0 | The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn.
562 | Adapt | Dragon | Special | 10 | 80 | 120 | The user adapts to attacks and their defense rises to the max, but their attack falls.
563 | Rage State | Dragon | Special | 10 | 80 | 120 | The user gets very angry at all forms of life and their attack stats are raised to them max, but their defenses fall.
564 | Devour | Dragon | Special | 10 | 80 | 120 | The user unhinges their jaw to usually impossible sizes and tries to eat the target, absorbing health in the process.
565 | Tesseract | ??? | Special | 5 | 100 | 100 | The user uses psychic power from another dimension to tear the opponent apart.
566 | Dark Epitaph | Dark | Physical | 5 | 1 | 30 | The user summons the powers of the void to execute the target.
567 | Renaissance | Psychic | Status | 3 | 0 | 70 | The user revives a fallen teammate and switches out into it.
568 | Soul Wrecker | Psychic | Special | 5 | 1 | 30 | The user unleashes raw psychic energy to destroy the life-force contained within the foe.
569 | Infernal Rage | Fire | Physical | 3 | 1 | 30 | The user creates a hurricane of powerful infernos to destroy the target once and for all.
570 | Abyssal Crush | Water | Physical | 5 | 1 | 30 | The user destroys the opponent with the power of the Abyss.
571 | Forest Surge | Grass | Physical | 5 | 1 | 30 | The powers of the forest course through the user before being sent to the foe in a barrage of deadly streams.
572 | Titanic Force | Steel | Physical | 5 | 1 | 30 | The user summons ancient God-forged weapons to slice the opponent to bits.
573 | Nerval Cut | Electric | Physical | 5 | 1 | 30 | The user destroys the opponents nervous system, leaving them in intense pain and unable to fight.
574 | Omnifist | Fighting | Physical | 5 | 1 | 30 | The user unleashes the fury of a thousand fists to OHKO the opponent.
575 | Void Caller | Ghost | Special | 50 | 1 | 30 | The user opens up a portal to the netherworld before dragging the foe through.
576 | Dragon Flux | Dragon | Physical | 5 | 1 | 30 | The user uses draconic power to bend the world around them, and simply willing the foe out of existance.
577 | Razor Storm | Flying | Physical | 10 | 1 | 30 | The user creates a large hurricane of spinning blades, chopping the foe to a million pieces.
578 | Zombie Strike | Ghost | Physical | 15 | 90 | 90 | The user thrusts with a ghostly arm, striking the opponent with a physical presense.
579 | Custom Move | ??? | Physical | 15 | 70 | 100 | ”A custom move created by the Player.”
580 | Livewire | Electric | Status | 20 | 0 | 0 | Causes Pokemon that are switched in to be immediately Paralyzed.
581 | Epicenter | Ground | Status | 20 | 0 | 0 | Causes the target to become an epicenter of future disasters, increasing the user's accuracy sharply.
582 | Lunar Cannon | Dark | Special | 10 | 105 | 100 | A two-turn attack. The user gathers darkness, then blasts a bundled beam on the second turn.
583 | Draco Jet | Dragon | Physical | 15 | 40 | 100 | A draconic fury in which the user always attacks first.
584 | Echolocation | Bug | Status | 20 | 0 | 0 | The user screeches loudly, pinpointing the foe's location perfectly.
585 | Shadow End | Shadow | Special | 0 | 120 | 60 | A shadowy aura ram attack that also rebounds on the user.
586 | Shadow Storm | Shadow | Special | 0 | 95 | 100 | A shadowy aura is used to whip up a vicious tornado.
587 | Shadow Blast | Shadow | Special | 0 | 80 | 100 | A wicked blade of air is formed using a shadowy aura.
588 | Shadow Bolt | Shadow | Special | 0 | 75 | 100 | A shadowy thunder attack that may paralyze.
589 | Shadow Break | Shadow | Physical | 0 | 75 | 100 | A shattering ram attack with a shadowy aura.
590 | Shadow Chill | Shadow | Special | 0 | 75 | 100 | A shadowy ice attack that may freeze.
591 | Shadow Fire | Shadow | Special | 0 | 75 | 100 | A shadowy fireball attack that may inflict a burn.
592 | Shadow Rave | Shadow | Special | 0 | 70 | 100 | A shadowy aura in the ground is used to launch spikes.
593 | Shadow Rush | Shadow | Physical | 0 | 55 | 100 | A reckless move that also hurts the user.
594 | Shadow Wave | Shadow | Special | 0 | 50 | 100 | Shadowy aura waves are loosed to inflict damage.
595 | Shadow Blitz | Shadow | Physical | 0 | 40 | 100 | A Pokémon throws this tackle while casting a shadowy aura.
596 | Shadow Down | Shadow | Status | 0 | 0 | 100 | A shadowy aura sharply cuts the foe's Defense.
597 | Shadow Half | Shadow | Status | 0 | 0 | 100 | A shadowy aura's energy cuts everyone's HP by half.
598 | Shadow Hold | Shadow | Status | 0 | 0 | 100 | The opponent Pokémon cannot escape.
599 | Shadow Mist | Shadow | Status | 0 | 0 | 100 | A shadowy aura sharply cuts the foe's evasiveness.
600 | Shadow Panic | Shadow | Status | 0 | 0 | 90 | A shadowy aura emanates to confuse the foe.
601 | Shadow Shed | Shadow | Status | 0 | 0 | 100 | A shadowy aura eliminates Reflect and similar moves.
602 | Shadow Sky | Shadow | Status | 0 | 0 | 100 | Darkness hurts all but Shadow Pokémon for 5 turns.
603 | Flash Freeze | Ice | Status | 10 | 0 | 80 | Freezes all moisture in the foe, making it Ice-type.
604 | Permafrost | Ice | Status | 15 | 0 | 0 | Frost covers the ground around the foe, randomly freezing foes who switch in.
605 | Medusa Ray | Rock | Status | 20 | 0 | 100 | The user glares and petrifies the foe, making them Rock-type.
606 | Dark Matter | Dark | Special | 5 | 150 | 90 | The unknown forces of the world are unleashed. The user must recharge next turn.
607 | Angel Wings | Normal | Status | 5 | 0 | 0 | The user grows a pair of wings, increasing their stats but making them weak to all moves.
609 | Power Shrine | Rock | Status | 10 | 0 | 0 | A shrine is built on the user' field that boosts the physical stats of Pokemon that swtich in.
610 | Special Shrine | Rock | Status | 15 | 0 | 0 | A shrine is built on the user' field that boosts the special stats of Pokemon that swtich in.
611 | Dradestorm | Fire | Special | 10 | 255 | 100 | The user creates a storm of purple fire, guaranteed to burn, paralyze or freeze the target.
612 | Dragonify | Dragon | Status | 20 | 0 | 100 | Reptillian blood taints the foe, turning them into the Dragon-type.
613 | Fumble | Normal | Physical | 5 | 1 | 90 | The user stumbles, launching their held item into the foe, doing damage based on its value.
614 | Wildfire | Fire | Status | 10 | 0 | 70 | Burns the foe. If it is a Grass-type, burns all in their party that are very weak to fire.
615 | Silverforce | Steel | Special | 5 | 100 | 90 | The wrath of Mercury desceneds, damaging all Pokemon in the foe's party.
616 | Venusforce | Water | Special | 5 | 100 | 90 | The power of Venus emerges, damaging all Pokemon in the foe's party.
617 | Earthforce | Grass | Special | 5 | 100 | 90 | The force of the Earth is revealed, damaging all Pokemon in the foe's party.
618 | Marsforce | Ground | Special | 5 | 100 | 90 | The strength of Mars is unleashed, damaging all Pokemon in the foe's party.
619 | Zeusforce | Electric | Special | 5 | 100 | 90 | The reign of Jupiter returns, damaging all Pokemon in the foe's party.
620 | Saturnforce | Fire | Special | 5 | 100 | 90 | The flames of Saturn are unleashed, damaging all Pokemon in the foe's party.
621 | Cloudforce | Flying | Special | 5 | 100 | 90 | The power of Uranus emerges, damaging all Pokemon in the foe's party.
622 | Plutoforce | Ice | Special | 5 | 100 | 90 | The frost of Pluto is unleashed, damaging all Pokemon in the foe's party.
623 | Lunaforce | Dark | Special | 5 | 100 | 90 | The moon descends onto the Earth, damaging all Pokemon in the foe's party.
624 | Graviforce | Psychic | Special | 5 | 100 | 90 | The force that holds the planets together attacks, damaging all Pokemon in the foe's party.
625 | Fairy Force | Fairy | Physical | 10 | 65 | 100 | The user lunges with a fiery passion, with a high chance of making the target flinch.
626 | Fairy Fyre | Fairy | Special | 10 | 80 | 100 | This move is also Fire-type.
627 | Moonblast | Fairy | Special | 15 | 95 | 100 | The target is hit by a moonbeam that may also reduce the target's Sp. Atk stat.
628 | Shadow Heat | Shadow | Special | 0 | 90 | 80 | A chaotic surge of magma and heat that may burn.
629 | Shadow Surf | Shadow | Special | 0 | 90 | 80 | A shadowy surge of water cold enough to freeze.
630 | Shadow Gale | Shadow | Special | 0 | 90 | 80 | A huge storm of chaos launches spikes at the opponent.
631 | Shadow Sword | Normal | Status | 0 | 0 | 0 | The user lunges with an evil sword, slicing the foes in its path.
632 | Shadow Wrath | Shadow | Physical | 0 | 120 | 80 | A powerful shadow move that recoils on the user.
633 | Shadow Crush | Shadow | Physical | 0 | 85 | 90 | A powerful shadow move that crushes the opponent.
634 | Boomburst | Normal | Special | 10 | 140 | 100 | The user attacks everything around it with the destructive power of a terrible, explosive sound.
635 | King's Shield | Steel | Status | 10 | 0 | 0 | The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
636 | Terraforce | Steel | Physical | 10 | 120 | 70 | The user summons the minerals of the deep earth to strike the foe.
637 | Bullet Hail | Steel | Physical | 30 | 35 | 100 | The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.
638 | Crystal Rush | Crystal | Physical | 30 | 45 | 100 | The user turns to solid crystal, hitting first.
639 | Solar Charge | Fire | Physical | 10 | 120 | 100 | Not implemented.
640 | Wormhole | Psychic | Special | 10 | 40 | 100 | The user rips a hole in space- always striking first.
641 | Play Rough | Fairy | Physical | 10 | 90 | 90 | The user plays rough with the target and attacks it. It may lower the target's attack stat.
642 | Draining Kiss | Fairy | Special | 10 | 50 | 100 | The user steals the target's energy with a kiss.
643 | Water Shuriken | Water | Physical | 20 | 15 | 100 | The user hits the target with throwing stars multiple times, always going first.
644 | Spiky Shield | Grass | Status | 10 | 0 | 0 | In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact.
645 | Mystical Fire | Fire | Special | 10 | 65 | 100 | The user shoots magical fire, lowering the foe's Special Attack.
646 | Freeze Dry | Ice | Special | 20 | 70 | 100 | The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.
647 | Flying Press | Fighting | Physical | 10 | 80 | 95 | The user jumps on the foe from up above. This move is also Flying-type.
648 | Diamond Storm | Rock | Physical | 5 | 100 | 95 | The user shoots diamonds at the opponent. Chance to raise Defense.
649 | Steam Eruption | Water | Special | 5 | 110 | 95 | The user shoots hot water at the opponent. Has a chance to burn.
650 | Hyperspace Hole | Psychic | Special | 5 | 80 | 0 | The user creates a hole in space, appearing next to the target and ignoring moves like Protect.
651 | Dark Sonata | Dark | Status | 10 | 0 | 100 | The user sings, corrupting the foe. It can only be used once per battle.
652 | Parabolic Charge | Electric | Special | 20 | 50 | 100 | The user attacks, healing itself in the process.
653 | Hidden Power | Rock | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
654 | Dazzling Gleam | Fairy | Special | 10 | 80 | 100 | The user damages opposing Pokémon by emitting a powerful flash.
655 | Hidden Power | Ice | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
656 | Hidden Power | Normal | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
657 | Hidden Power | Fighting | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
658 | Hidden Power | Flying | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
659 | Hidden Power | Poison | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
660 | Hidden Power | Ground | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
661 | Hidden Power | Ghost | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
662 | Hidden Power | Bug | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
663 | Hidden Power | Steel | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
664 | Hidden Power | Fire | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
665 | Hidden Power | Water | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
666 | Hidden Power | Grass | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
667 | Hidden Power | Electric | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
668 | Hidden Power | Ice | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
669 | Hidden Power | Dragon | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
670 | Hidden Power | Dark | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
671 | Hidden Power | Fairy | Special | 15 | 60 | 100 | A unique attack that varies in type and intensity depending on the Pokémon using it.
672 | Karma Surge | Fairy | Special | 5 | 120 | 70 | The user blasts the opponent, punishing the opponent for their misdeeds.
673 | Karma Sow | Grass | Status | 5 | 0 | 100 | The user heals itself based on the damage the foe has taken.
674 | Karma Reap | Dark | Physical | 10 | 1 | 100 | This attack gets stronger based on how much damage the opponent has dealt.
675 | Ragnarok | Dark | Physical | 10 | 95 | 90 | The user ravages the opponent with a chance to raise its Attack stat.
676 | Powder | Bug | Status | 20 | 0 | 0 | The user covers the target in a powder that explodes if touched by a Fire-type move.
677 | Noble Roar | Normal | Status | 30 | 0 | 100 | Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.
678 | Fairy Wind | Fairy | Special | 30 | 40 | 100 | The user stirs up a fairy wind and strikes the target with it.
679 | Grassy Terrain | Grass | Status | 10 | 0 | 0 | The user turns the ground under everyone's feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn.
680 | Misty Terrain | Fairy | Status | 10 | 0 | 0 | The user covers the ground under everyone's feet with mist for five turns. This protects Pokémon on the ground from status conditions.
681 | Electric Terrain | Electric | Status | 10 | 0 | 0 | The user electrifies the ground under everyone's feet for five turns. Pokémon on the ground no longer fall asleep.
682 | Petal Blizzard | Grass | Physical | 15 | 90 | 100 | The user stirs up a violent petal blizzard and attacks everything around it.
683 | Disarming Voice | Fairy | Special | 15 | 40 | 0 | Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses.
684 | Flower Shield | Fairy | Status | 10 | 0 | 0 | The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
685 | Baby-Doll Eyes | Fairy | Status | 30 | 0 | 100 | The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first.
686 | Aromatic Mist | Fairy | Status | 20 | 0 | 0 | The user raises the Sp. Def stat of an ally Pokémon with a mysterious aroma.
687 | Play Nice | Normal | Status | 20 | 0 | 0 | The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.
688 | Nuzzle | Electric | Physical | 20 | 20 | 100 | The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.
689 | Eerie Impulse | Electric | Status | 15 | 0 | 100 | The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.
690 | Forest's Curse | Grass | Status | 20 | 0 | 100 | A curse is laid on the opponent and it is turned into Grass-type.
691 | Trick-or-Treat | Ghost | Status | 20 | 0 | 100 | The user takes the foe trick-or-treating and turns it into the Ghost-type.
692 | Phantom Force | Ghost | Physical | 10 | 90 | 100 | The user disappears, then strikes the target on the second turn. It hits even if the target protects itself.
693 | Venom Drench | Poison | Status | 20 | 0 | 100 | Lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.
694 | Rototiller | Ground | Status | 10 | 0 | 0 | Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon.
695 | Fell Stinger | Bug | Physical | 25 | 30 | 100 | When the user knocks out a target with this move, the user's Attack stat rises sharply.
696 | Belch | Poison | Special | 10 | 120 | 90 | The user lets out a damaging belch on the target. The user must eat a Berry to use this move.
697 | Confide | Normal | Status | 20 | 0 | 0 | The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk. stat.
698 | Fairy Lock | Fairy | Status | 10 | 0 | 0 | By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.
699 | Infestation | Bug | Special | 20 | 20 | 100 | The target is infested and attacked for four to five turns. The target can't flee during this time.
700 | Land's Wrath | Ground | Physical | 10 | 90 | 100 | The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.
701 | Mat Block | Fighting | Status | 10 | 0 | 0 | Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves.
702 | Thousand Arrows | Ground | Physical | 10 | 90 | 100 | This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.
703 | Thousand Waves | Ground | Physical | 10 | 90 | 100 | The user attacks with a wave that crawls along the ground. Those hit can't flee from battle.
704 | Sticky Web | Bug | Status | 20 | 0 | 0 | The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.
705 | Topsy-Turvy | Dark | Status | 20 | 0 | 0 | All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
706 | Power-Up Punch | Fighting | Physical | 20 | 40 | 100 | Striking opponents over and over makes the user's fists harder. Hitting a target raises the Attack stat.
