# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
446 | Munchlax | Normal |  | 1 | Common | 135 | 85 | 40 | 40 | 85 | 5 | slow | Big Eater | It wolfs down its weight in food once a day, swallowing food whole with almost no chewing. | Black |  | Female 12.5% | 70 | 10455 | 6 | 1050 | 78 | 1 | 0 | 0 | 0 | 0 | 0 | Pickup | Thick Fat | Gluttony | Undiscovered |  | 50
447 | Riolu | Fighting |  | 1 | Common | 40 | 70 | 40 | 35 | 40 | 60 | medium-slow | Emanation | The aura that emanates from its body intensifies to alert others if it is afraid or sad. | Blue |  | Female 12.5% | 70 | 6630 | 7 | 202 | 57 | 0 | 1 | 0 | 0 | 0 | 0 | Steadfast | Inner Focus | Prankster | Undiscovered |  | 75
448 | Lucario | Fighting | Steel | 2 | Common | 70 | 110 | 70 | 115 | 70 | 90 | medium-slow | Aura | It has the ability to sense the auras of all things. It understands human speech. | Blue |  | Female 12.5% | 70 | 6630 | 12 | 540 | 184 | 0 | 1 | 0 | 1 | 0 | 0 | Steadfast | Inner Focus | Justified | Field | Humanlike | 45
449 | Hippopotas | Ground |  | 1 | Common | 68 | 72 | 78 | 38 | 42 | 32 | slow | Hippo | It lives in arid places. Instead of perspiration, it expels grainy sand from its body. | Brown |  | Female 50% | 70 | 7905 | 8 | 495 | 66 | 0 | 0 | 1 | 0 | 0 | 0 | Sand Stream |  | Sand Force | Field |  | 140
450 | Hippowdon | Ground |  | 2 | Common | 108 | 112 | 118 | 68 | 72 | 47 | slow | Heavyweight | It blasts internally stored sand from ports on its body to create a towering twister for attack. | Brown |  | Female 50% | 70 | 7905 | 20 | 3000 | 184 | 0 | 0 | 2 | 0 | 0 | 0 | Sand Stream |  | Sand Force | Field |  | 60
451 | Skorupi | Poison | Bug | 1 | Common | 40 | 50 | 90 | 30 | 55 | 65 | slow | Scorpion | It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes. | Purple |  | Female 50% | 70 | 5355 | 8 | 120 | 66 | 0 | 0 | 1 | 0 | 0 | 0 | Battle Armor | Sniper | Keen Eye | Bug | Water3 | 120
452 | Drapion | Poison | Dark | 2 | Common | 70 | 90 | 110 | 60 | 75 | 95 | slow | Ogre Scorp | It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison. | Purple |  | Female 50% | 70 | 5355 | 13 | 615 | 175 | 0 | 0 | 2 | 0 | 0 | 0 | Battle Armor | Sniper | Keen Eye | Bug | Water3 | 45
453 | Croagunk | Poison | Fighting | 1 | Common | 48 | 61 | 40 | 61 | 40 | 50 | medium-fast | Toxic Mouth | Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers. | Blue |  | Female 50% | 100 | 2805 | 7 | 230 | 60 | 0 | 1 | 0 | 0 | 0 | 0 | Anticipation | Dry Skin | Poison Touch | Humanlike |  | 140
454 | Toxicroak | Poison | Fighting | 2 | Common | 83 | 106 | 65 | 86 | 65 | 85 | medium-fast | Toxic Mouth | Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal. | Blue |  | Female 50% | 70 | 5355 | 13 | 444 | 172 | 0 | 2 | 0 | 0 | 0 | 0 | Anticipation | Dry Skin | Poison Touch | Humanlike |  | 75
455 | Carnivine | Grass |  | 1 | Common | 74 | 100 | 72 | 90 | 72 | 46 | slow | Bug Catcher | It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey. | Green |  | Female 50% | 70 | 6630 | 14 | 270 | 159 | 0 | 2 | 0 | 0 | 0 | 0 | Levitate |  |  | Grass |  | 200
456 | Finneon | Water |  | 1 | Common | 49 | 49 | 56 | 49 | 61 | 66 | erratic | Wing Fish | After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives. | Blue |  | Female 50% | 70 | 5355 | 4 | 70 | 66 | 0 | 0 | 0 | 0 | 0 | 1 | Swift Swim | Storm Drain | Water Veil | Water2 |  | 190
457 | Lumineon | Water |  | 2 | Common | 69 | 69 | 76 | 69 | 86 | 91 | erratic | Neon | It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins. | Blue |  | Female 50% | 70 | 5355 | 12 | 240 | 161 | 0 | 0 | 0 | 0 | 0 | 2 | Swift Swim | Storm Drain | Water Veil | Water2 |  | 75
458 | Mantyke | Water | Flying | 1 | Common | 45 | 20 | 50 | 60 | 120 | 50 | slow | Kite | A friendly Pokémon that captures the subtle flows of seawater using its two antennae. | Blue |  | Female 50% | 70 | 6630 | 10 | 650 | 69 | 0 | 0 | 0 | 0 | 1 | 0 | Swift Swim | Water Absorb | Water Veil | Undiscovered |  | 25
459 | Snover | Grass | Ice | 1 | Common | 60 | 62 | 50 | 62 | 60 | 40 | slow | Frost Tree | It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive. | White |  | Female 50% | 70 | 5355 | 10 | 505 | 67 | 0 | 1 | 0 | 0 | 0 | 0 | Snow Warning |  | Soundproof | Monster | Grass | 120
460 | Abomasnow | Grass | Ice | 2 | Common | 90 | 92 | 75 | 92 | 85 | 60 | slow | Frost Tree | It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman. | White |  | Female 50% | 70 | 5355 | 22 | 1355 | 173 | 0 | 1 | 0 | 1 | 0 | 0 | Snow Warning |  | Soundproof | Monster | Grass | 60
461 | Weavile | Dark | Ice | 2 | Common | 70 | 120 | 65 | 45 | 85 | 125 | medium-slow | Sharp Claw | They live in cold regions, forming groups of four or five that hunt prey with impressive coordination. | Black |  | Female 50% | 35 | 5355 | 11 | 340 | 179 | 0 | 1 | 0 | 0 | 0 | 1 | Pressure |  | Pickpocket | Field |  | 45
462 | Magnezone | Electric | Steel | 3 | Common | 70 | 70 | 115 | 130 | 90 | 60 | medium-fast | Magnet Area | It evolved from exposure to a special magnetic field. Three units generate magnetism. | Gray |  | Genderless | 70 | 5355 | 12 | 1800 | 241 | 0 | 0 | 0 | 3 | 0 | 0 | Magnet Pull | Sturdy | Analytic | Mineral |  | 30
463 | Lickilicky | Normal |  | 2 | Common | 110 | 85 | 95 | 80 | 95 | 50 | medium-fast | Licking | It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool. | Pink |  | Female 50% | 70 | 5355 | 17 | 1400 | 180 | 3 | 0 | 0 | 0 | 0 | 0 | Own Tempo | Oblivious | Cloud Nine | Monster |  | 30
464 | Rhyperior | Ground | Rock | 3 | Common | 115 | 140 | 130 | 55 | 55 | 40 | slow | Drill | It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times. | Gray |  | Female 50% | 70 | 5355 | 24 | 2828 | 241 | 0 | 3 | 0 | 0 | 0 | 0 | Lightning Rod | Solid Rock | Reckless | Monster | Field | 30
465 | Tangrowth | Grass |  | 2 | Common | 100 | 100 | 125 | 110 | 50 | 50 | medium-fast | Vine | It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it. | Blue |  | Female 50% | 70 | 5355 | 20 | 1286 | 187 | 0 | 0 | 2 | 0 | 0 | 0 | Chlorophyll | Leaf Guard | Regenerator | Grass |  | 30
466 | Electivire | Electric |  | 3 | Common | 75 | 123 | 67 | 95 | 85 | 95 | medium-fast | Thunderbolt | It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power. | Yellow |  | Female 25% | 70 | 6630 | 18 | 1386 | 243 | 0 | 3 | 0 | 0 | 0 | 0 | Motor Drive |  | Vital Spirit | Humanlike |  | 30
467 | Magmortar | Fire |  | 3 | Common | 75 | 95 | 67 | 125 | 95 | 83 | medium-fast | Blast | It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters. | Red |  | Female 25% | 70 | 6630 | 16 | 680 | 243 | 0 | 0 | 0 | 3 | 0 | 0 | Flame Body |  | Vital Spirit | Humanlike |  | 30
468 | Togekiss | Fairy | Flying | 3 | Common | 85 | 50 | 95 | 120 | 115 | 80 | fast | Jubilee | It will never appear where there is strife. Its sightings have become rare recently. | White |  | Female 12.5% | 70 | 2805 | 15 | 380 | 245 | 0 | 0 | 0 | 2 | 1 | 0 | Hustle | Serene Grace | Super Luck | Flying | Fairy | 30
469 | Yanmega | Bug | Flying | 2 | Common | 86 | 76 | 86 | 116 | 56 | 95 | medium-fast | Ogre Darner | By churning its wings, it creates shock waves that inflict critical internal injuries to foes. | Green |  | Female 50% | 70 | 5355 | 19 | 515 | 180 | 0 | 2 | 0 | 0 | 0 | 0 | Speed Boost | Tinted Lens | Frisk | Bug |  | 30
470 | Leafeon | Grass |  | 2 | Common | 65 | 110 | 130 | 60 | 65 | 95 | medium-fast | Verdant | Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air. | Green |  | Female 12.5% | 35 | 9180 | 10 | 255 | 184 | 0 | 0 | 2 | 0 | 0 | 0 | Leaf Guard |  | Chlorophyll | Field |  | 45
471 | Glaceon | Ice |  | 2 | Common | 65 | 60 | 110 | 130 | 95 | 65 | medium-fast | Fresh Snow | As a protective technique, it can completely freeze its fur to make its hairs stand like needles. | Blue |  | Female 12.5% | 35 | 9180 | 8 | 259 | 184 | 0 | 0 | 0 | 2 | 0 | 0 | Snow Cloak |  | Ice Body | Field |  | 45
472 | Gliscor | Ground | Flying | 2 | Common | 75 | 95 | 125 | 45 | 75 | 95 | medium-slow | Fang Scorp | It observes prey while hanging inverted from branches. When the chance presents itself, it swoops! | Purple |  | Female 50% | 70 | 5355 | 20 | 425 | 179 | 0 | 0 | 2 | 0 | 0 | 0 | Hyper Cutter | Sand Veil | Poison Heal | Bug |  | 30
473 | Mamoswine | Ice | Ground | 3 | Common | 110 | 130 | 80 | 70 | 60 | 80 | slow | Twin Tusk | Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age. | Brown |  | Female 50% | 70 | 5355 | 25 | 2910 | 239 | 0 | 3 | 0 | 0 | 0 | 0 | Oblivious | Snow Cloak | Thick Fat | Field |  | 50
474 | Porygon-Z | Normal |  | 3 | Common | 85 | 80 | 70 | 135 | 75 | 90 | medium-fast | Virtual | Additional software was installed to make it a better Pokémon. It began acting oddly, however. | Red |  | Genderless | 70 | 5355 | 9 | 340 | 241 | 0 | 0 | 0 | 3 | 0 | 0 | Adaptability | Download | Analytic | Mineral |  | 30
475 | Gallade | Psychic | Fighting | 3 | Common | 68 | 125 | 65 | 65 | 115 | 80 | slow | Blade | A master of courtesy and swordsmanship, it fights using extending swords on its elbows. | White |  | Always male | 35 | 5355 | 16 | 520 | 233 | 0 | 3 | 0 | 0 | 0 | 0 | Steadfast |  | Justified | Amorphous |  | 45
476 | Probopass | Rock | Steel | 2 | Common | 60 | 55 | 145 | 75 | 150 | 40 | medium-fast | Compass | It exudes strong magnetism from all over. It controls three small units called Mini-Noses. | Gray |  | Female 50% | 70 | 5355 | 14 | 3400 | 184 | 0 | 0 | 1 | 0 | 2 | 0 | Sturdy | Magnet Pull | Sand Force | Mineral |  | 60
477 | Dusknoir | Ghost |  | 3 | Common | 45 | 100 | 135 | 65 | 135 | 45 | fast | Gripper | The antenna on its head captures radio waves from the world of spirits that command it to take people there. | Black |  | Female 50% | 35 | 6630 | 22 | 1066 | 236 | 0 | 0 | 1 | 0 | 2 | 0 | Pressure |  | Frisk | Amorphous |  | 45
478 | Froslass | Ice | Ghost | 2 | Common | 70 | 80 | 70 | 80 | 70 | 110 | medium-fast | Snow Land | It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow. | White |  | Always female | 70 | 5355 | 13 | 266 | 168 | 0 | 0 | 0 | 0 | 0 | 2 | Snow Cloak |  | Cursed Body | Fairy | Mineral | 75
479 | Rotom | Electric | Ghost | 1 | Common | 50 | 50 | 77 | 95 | 77 | 91 | medium-fast | Plasma | Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc. | Red |  | Genderless | 70 | 5355 | 3 | 3 | 154 | 0 | 0 | 0 | 1 | 0 | 1 | Levitate |  |  | Amorphous |  | 45
480 | Uxie | Psychic |  | 1 | Legendary | 75 | 75 | 130 | 75 | 130 | 95 | slow | Knowledge | Known as "The Being of Knowledge". It is said that it can wipe out the memory of those who see its eyes. | Yellow |  | Genderless | 140 | 20655 | 3 | 3 | 261 | 0 | 0 | 2 | 0 | 1 | 0 | Levitate |  |  | Undiscovered |  | 3
481 | Mesprit | Psychic |  | 1 | Legendary | 80 | 105 | 105 | 105 | 105 | 80 | slow | Emotion | Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy. | Pink |  | Genderless | 140 | 20655 | 3 | 3 | 261 | 0 | 1 | 0 | 1 | 1 | 0 | Levitate |  |  | Undiscovered |  | 3
482 | Azelf | Psychic |  | 1 | Legendary | 75 | 125 | 70 | 125 | 70 | 115 | slow | Willpower | Known as “The Being of Willpower”. It sleeps at the bottom of a lake to keep the world in balance. | Blue |  | Genderless | 140 | 20655 | 3 | 3 | 261 | 0 | 2 | 0 | 1 | 0 | 0 | Levitate |  |  | Undiscovered |  | 3
483 | Dialga | Steel | Dragon | 1 | Legendary | 100 | 120 | 120 | 150 | 100 | 90 | slow | Temporal | It has the power to control time. It appears in Sinnoh-region myths as an ancient deity. | White |  | Genderless | 0 | 30855 | 54 | 6830 | 306 | 0 | 0 | 0 | 3 | 0 | 0 | Pressure |  | Telepathy | Undiscovered |  | 3
484 | Palkia | Water | Dragon | 1 | Legendary | 90 | 120 | 100 | 150 | 120 | 100 | slow | Spatial | It has the ability to distort space. It is described as a deity in Sinnoh-region mythology. | Purple |  | Genderless | 0 | 30855 | 42 | 3360 | 306 | 0 | 0 | 0 | 3 | 0 | 0 | Pressure |  | Telepathy | Undiscovered |  | 3
485 | Heatran | Fire | Steel | 1 | Legendary | 91 | 90 | 106 | 130 | 106 | 77 | slow | Lava Dome | It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls. | Brown |  | Female 50% | 100 | 2805 | 17 | 4300 | 270 | 0 | 0 | 0 | 3 | 0 | 0 | Flash Fire |  | Flame Body | Undiscovered |  | 3
486 | Regigigas | Normal |  | 1 | Legendary | 110 | 160 | 110 | 80 | 110 | 100 | slow | Colossal | There is an enduring legend that states this Pokémon towed continents with ropes. | White |  | Genderless | 0 | 30855 | 37 | 4200 | 302 | 0 | 3 | 0 | 0 | 0 | 0 | Slow Start |  |  | Undiscovered |  | 3
487 | Giratina | Ghost | Dragon | 1 | Legendary | 150 | 100 | 120 | 100 | 120 | 90 | slow | Renegade | An extremely ancient Pokemon- it was defeated by Arceus and banished to another dimension. It seeks rulership once more. | Black |  | Genderless | 0 | 30855 | 45 | 7500 | 306 | 3 | 0 | 0 | 0 | 0 | 0 | Pressure |  | Telepathy | Undiscovered |  | 3
488 | Cresselia | Psychic |  | 1 | Legendary | 120 | 70 | 120 | 75 | 130 | 85 | slow | Lunar | Shiny particles are released from its wings like a veil. It is said to represent the crescent moon. | Yellow |  | Always female | 100 | 30855 | 15 | 856 | 270 | 0 | 0 | 0 | 0 | 3 | 0 | Levitate |  |  | Undiscovered |  | 3
489 | Phione | Water |  | 1 | Common | 80 | 80 | 80 | 80 | 80 | 80 | slow | Sea Drifter | A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food. | Blue |  | Genderless | 70 | 10455 | 4 | 31 | 216 | 1 | 0 | 0 | 0 | 0 | 0 | Hydration |  |  | Water1 | Fairy | 30
490 | Manaphy | Water |  | 1 | Legendary | 100 | 100 | 100 | 100 | 100 | 100 | slow | Seafaring | Born on a cold seafloor, it will swim great distances to return to its birthplace. | Blue |  | Genderless | 70 | 2805 | 3 | 14 | 270 | 3 | 0 | 0 | 0 | 0 | 0 | Hydration |  |  | Water1 | Fairy | 3
491 | Darkrai | Dark |  | 1 | Legendary | 70 | 90 | 90 | 135 | 90 | 125 | slow | Pitch-Black | It can lull people to sleep and make them dream. It is active during nights of the new moon. | Black |  | Genderless | 0 | 30855 | 15 | 505 | 270 | 0 | 0 | 0 | 2 | 0 | 1 | Bad Dreams |  | Absolution | Undiscovered |  | 3
492 | Shaymin | Grass |  | 1 | Common | 100 | 100 | 100 | 100 | 100 | 100 | medium-slow | Gratitude | It lives in flower patches and avoids detection by curling up to look like a flowering plant. | Green |  | Genderless | 100 | 30855 | 2 | 21 | 270 | 3 | 0 | 0 | 0 | 0 | 0 | Natural Cure |  |  | Undiscovered |  | 45
493 | Arceus | Normal |  | 1 | Legendary | 120 | 120 | 120 | 120 | 120 | 120 | slow | Insurgent | At the beginning of time, it defeated Giratina to become the ruler of the universe. | Gray |  | Genderless | 0 | 30855 | 32 | 3200 | 324 | 3 | 0 | 0 | 0 | 0 | 0 | Multitype |  | Protean | Undiscovered |  | 3
494 | Victini | Psychic | Fire | 1 | Legendary | 100 | 100 | 100 | 100 | 100 | 100 | slow | Victory | This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter. | Yellow |  | Genderless | 100 | 30855 | 4 | 40 | 270 | 3 | 0 | 0 | 0 | 0 | 0 | Victory Star |  |  | Undiscovered |  | 3
495 | Snivy | Grass |  | 1 | Common | 45 | 45 | 55 | 45 | 55 | 63 | medium-slow | Grass Snake | They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop. | Green |  | Female 12.5% | 70 | 5355 | 6 | 81 | 28 | 0 | 0 | 0 | 0 | 0 | 1 | Overgrow |  | Contrary | Field | Grass | 45
496 | Servine | Grass |  | 2 | Common | 60 | 60 | 75 | 60 | 75 | 83 | medium-slow | Grass Snake | They avoid attacks by sinking into the shadows of thick foliage. They retaliate with masterful whipping techniques. | Green |  | Female 12.5% | 70 | 5355 | 8 | 160 | 145 | 0 | 0 | 0 | 0 | 0 | 2 | Overgrow |  | Contrary | Field | Grass | 45
497 | Serperior | Grass |  | 3 | Common | 75 | 75 | 95 | 75 | 95 | 113 | medium-slow | Regal | They raise their heads to intimidate opponents, but only give it their all when fighting a powerful opponent. | Green |  | Female 12.5% | 70 | 5355 | 33 | 630 | 238 | 0 | 0 | 0 | 0 | 0 | 3 | Overgrow |  | Contrary | Field | Grass | 45
498 | Tepig | Fire |  | 1 | Common | 65 | 63 | 45 | 45 | 45 | 45 | medium-slow | Fire Pig | It blows fire through its nose. When it catches a cold, the fire becomes pitch-black smoke instead. | Red |  | Female 12.5% | 70 | 5355 | 5 | 99 | 28 | 1 | 0 | 0 | 0 | 0 | 0 | Blaze |  | Thick Fat | Field |  | 45
499 | Pignite | Fire | Fighting | 2 | Common | 90 | 93 | 55 | 70 | 55 | 55 | medium-slow | Fire Pig | Whatever it eats becomes fuel for the flame in its stomach. When it is angered, the intensity of the flame increases. | Red |  | Female 12.5% | 70 | 5355 | 10 | 555 | 146 | 0 | 2 | 0 | 0 | 0 | 0 | Blaze |  | Thick Fat | Field |  | 45
500 | Emboar | Fire | Fighting | 3 | Common | 110 | 123 | 65 | 100 | 65 | 65 | medium-slow | Mega Fire Pig | It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends. | Red |  | Female 12.5% | 70 | 5355 | 16 | 1500 | 238 | 0 | 3 | 0 | 0 | 0 | 0 | Blaze |  | Reckless | Field |  | 45
501 | Oshawott | Water |  | 1 | Common | 55 | 55 | 45 | 63 | 45 | 45 | medium-slow | Sea Otter | The scalchop on its stomach is made from the same elements as claws. It detaches the scalchop for use as a blade. | Blue |  | Female 12.5% | 70 | 5355 | 5 | 59 | 28 | 0 | 0 | 0 | 1 | 0 | 0 | Torrent |  | Shell Armor | Field |  | 45
502 | Dewott | Water |  | 2 | Common | 75 | 75 | 60 | 83 | 60 | 60 | medium-slow | Discipline | Scalchop techniques differ from one Dewott to another. It never neglects maintaining its scalchops. | Blue |  | Female 12.5% | 70 | 5355 | 8 | 245 | 145 | 0 | 0 | 0 | 2 | 0 | 0 | Torrent |  | Shell Armor | Field |  | 45
503 | Samurott | Water |  | 3 | Common | 95 | 100 | 85 | 108 | 70 | 70 | medium-slow | Formidable | Part of the armor on its anterior legs becomes a giant sword. Its cry alone is enough to intimidate most enemies. | Blue |  | Female 12.5% | 70 | 5355 | 15 | 946 | 238 | 0 | 0 | 0 | 3 | 0 | 0 | Torrent |  | Shell Armor | Field |  | 45
504 | Patrat | Normal |  | 1 | Common | 45 | 55 | 39 | 35 | 39 | 42 | medium-fast | Scout | Extremely cautious, they take shifts to maintain a constant watch of their nest. They feel insecure without a lookout. | Brown |  | Female 50% | 70 | 4080 | 5 | 116 | 51 | 0 | 1 | 0 | 0 | 0 | 0 | Run Away | Keen Eye | Analytic | Field |  | 255
505 | Watchog | Normal |  | 2 | Common | 60 | 85 | 69 | 60 | 69 | 77 | medium-fast | Lookout | They make the patterns on their bodies shine in order to threaten predators. Keen eyesight lets them see in the dark. | Brown |  | Female 50% | 70 | 5355 | 11 | 270 | 147 | 0 | 1 | 0 | 0 | 0 | 0 | Illuminate | Keen Eye | Analytic | Field |  | 255
506 | Lillipup | Normal |  | 1 | Common | 45 | 60 | 45 | 25 | 45 | 55 | medium-slow | Puppy | The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings. | Brown |  | Female 50% | 70 | 4080 | 4 | 41 | 55 | 0 | 1 | 0 | 0 | 0 | 0 | Vital Spirit | Pickup | Run Away | Field |  | 255
507 | Herdier | Normal |  | 2 | Common | 65 | 80 | 65 | 35 | 65 | 60 | medium-slow | Loyal Dog | It loyally follows its Trainer's orders. For ages, they have helped Trainers raise Pokémon. | Gray |  | Female 50% | 70 | 4080 | 9 | 147 | 130 | 0 | 2 | 0 | 0 | 0 | 0 | Intimidate | Sand Rush | Scrappy | Field |  | 120
508 | Stoutland | Normal |  | 3 | Common | 85 | 110 | 90 | 45 | 90 | 80 | medium-slow | Big-Hearted | This extremely wise Pokémon excels at rescuing people stranded at sea or in the mountains. | Gray |  | Female 50% | 70 | 4080 | 12 | 610 | 221 | 0 | 3 | 0 | 0 | 0 | 0 | Intimidate | Sand Rush | Scrappy | Field |  | 45
509 | Purrloin | Dark |  | 1 | Common | 41 | 50 | 37 | 50 | 37 | 66 | medium-fast | Devious | Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws. | Purple |  | Female 50% | 70 | 5355 | 4 | 101 | 56 | 0 | 0 | 0 | 0 | 0 | 1 | Limber | Unburden | Prankster | Field |  | 255
510 | Liepard | Dark |  | 2 | Common | 64 | 88 | 50 | 88 | 50 | 106 | medium-fast | Cruel | Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react. | Purple |  | Female 50% | 70 | 5355 | 11 | 375 | 156 | 0 | 0 | 0 | 0 | 0 | 2 | Limber | Unburden | Prankster | Field |  | 90
511 | Pansage | Grass |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium-fast | Grass Monkey | It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress. | Green |  | Female 12.5% | 70 | 5355 | 6 | 105 | 63 | 0 | 0 | 0 | 0 | 0 | 1 | Gluttony |  | Overgrow | Field |  | 190
512 | Simisage | Grass |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium-fast | Thorn Monkey | Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter. | Green |  | Female 12.5% | 70 | 5355 | 11 | 305 | 174 | 0 | 0 | 0 | 0 | 0 | 2 | Gluttony |  | Overgrow | Field |  | 75
513 | Pansear | Fire |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium-fast | High Temp | This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 6000º. | Red |  | Female 12.5% | 70 | 5355 | 6 | 110 | 63 | 0 | 0 | 0 | 0 | 0 | 1 | Gluttony |  | Blaze | Field |  | 190
514 | Simisear | Fire |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium-fast | Ember | A flame burns inside its body. It scatters embers from its head and tail to sear its opponents. | Red |  | Female 12.5% | 70 | 5355 | 10 | 280 | 174 | 0 | 0 | 0 | 0 | 0 | 2 | Gluttony |  | Blaze | Field |  | 75
515 | Panpour | Water |  | 1 | Common | 50 | 53 | 48 | 53 | 48 | 64 | medium-fast | Spray | It does not thrive in dry environments. It keeps itself damp by shooting water stored in its head tuft from its tail. | Blue |  | Female 12.5% | 70 | 5355 | 6 | 135 | 63 | 0 | 0 | 0 | 0 | 0 | 1 | Gluttony |  | Torrent | Field |  | 190
516 | Simipour | Water |  | 2 | Common | 75 | 98 | 63 | 98 | 63 | 101 | medium-fast | Geyser | The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall. | Blue |  | Female 12.5% | 70 | 5355 | 10 | 290 | 174 | 0 | 0 | 0 | 0 | 0 | 2 | Gluttony |  | Torrent | Field |  | 75
517 | Munna | Psychic |  | 1 | Common | 76 | 25 | 45 | 67 | 55 | 24 | fast | Dream Eater | It eats the dreams of people and Pokémon. When it eats a pleasant dreams, it expels pink-colored mist. | Pink |  | Female 50% | 70 | 2805 | 6 | 233 | 58 | 1 | 0 | 0 | 0 | 0 | 0 | Forewarn | Synchronize | Telepathy | Field |  | 190
518 | Musharna | Psychic |  | 2 | Common | 116 | 55 | 85 | 107 | 95 | 29 | fast | Drowsing | With the mist from its forehead, it can create shapes of things from dreams it has eaten. | Pink |  | Female 50% | 70 | 2805 | 11 | 605 | 170 | 2 | 0 | 0 | 0 | 0 | 0 | Forewarn | Synchronize | Telepathy | Field |  | 75
519 | Pidove | Normal | Flying | 1 | Common | 50 | 55 | 50 | 36 | 30 | 43 | medium-slow | Tiny Pigeon | These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas. | Gray |  | Female 50% | 70 | 4080 | 3 | 21 | 53 | 0 | 1 | 0 | 0 | 0 | 0 | Big Pecks | Super Luck | Rivalry | Flying |  | 255
520 | Tranquill | Normal | Flying | 2 | Common | 62 | 77 | 62 | 50 | 42 | 65 | medium-slow | Wild Pigeon | Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war. | Gray |  | Female 50% | 70 | 4080 | 6 | 150 | 125 | 0 | 2 | 0 | 0 | 0 | 0 | Big Pecks | Super Luck | Rivalry | Flying |  | 120
521 | Unfezant | Normal | Flying | 3 | Common | 80 | 115 | 80 | 65 | 55 | 93 | medium-slow | Proud | Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers. | Gray |  | Female 50% | 70 | 4080 | 12 | 290 | 215 | 0 | 3 | 0 | 0 | 0 | 0 | Big Pecks | Super Luck | Rivalry | Flying |  | 45
522 | Blitzle | Electric |  | 1 | Common | 45 | 60 | 32 | 50 | 32 | 76 | medium-fast | Electrified | When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity. | Black |  | Female 50% | 70 | 5355 | 8 | 298 | 59 | 0 | 0 | 0 | 0 | 0 | 1 | Lightning Rod | Motor Drive | Sap Sipper | Field |  | 190
